,errors,samples_type
1662,1.0,train
1663,1.0,train
1664,1.0,train
1665,1.0,train
1666,1.0,train
1667,1.0,train
1668,1.0,train
1669,1.0,train
1670,1.0,train
1671,1.0,train
1672,1.0,train
1673,1.0,train
1674,1.0,train
1675,1.0,train
1676,1.0,train
1677,1.0,train
1678,1.0,train
1679,1.0,train
1680,1.0,train
1681,1.0,train
1682,1.0,train
1683,1.0,train
1684,1.0,train
1685,1.0,train
1686,1.0,train
1687,1.0,train
1688,1.0,train
1689,1.0,train
1690,1.0,train
1691,1.0,train
1692,1.0,train
1693,1.0,train
1694,1.0,train
1695,1.0,train
1696,1.0,train
1697,1.0,train
1698,1.0,train
1699,1.0,train
1700,1.0,train
1701,1.0,train
1702,1.0,train
1703,1.0,train
1704,1.0,train
1705,1.0,train
1706,1.0,train
1707,1.0,train
1708,1.0,train
1709,1.0,train
1710,1.0,train
1711,1.0,train
1712,1.0,train
1713,1.0,train
1714,1.0,train
1715,1.0,train
1716,1.0,train
1717,1.0,train
1718,1.0,train
1719,1.0,train
1720,1.0,train
1721,1.0,train
1722,1.0,train
1723,1.0,train
1724,1.0,train
1725,1.0,train
1726,1.0,train
1727,1.0,train
1728,1.0,train
1729,1.0,train
1730,1.0,train
1731,1.0,train
1732,1.0,train
1733,1.0,train
1734,1.0,train
1735,1.0,train
1736,1.0,train
1737,1.0,train
1738,1.0,train
1739,1.0,train
1740,1.0,train
1741,1.0,train
1742,1.0,train
1743,1.0,train
1744,1.0,train
1745,1.0,train
1746,1.0,train
1747,1.0,train
1748,1.0,train
1749,1.0,train
1750,1.0,train
1751,1.0,train
1752,1.0,train
1753,1.0,train
1754,1.0,train
1755,1.0,train
1756,1.0,train
1757,1.0,train
1758,1.0,train
1759,1.0,train
1760,1.0,train
1761,1.0,train
1762,1.0,train
1763,1.0,train
1764,1.0,train
1765,1.0,train
1766,1.0,train
1767,1.0,train
1768,1.0,train
1769,1.0,train
1770,1.0,train
1771,1.0,train
1772,1.0,train
1773,1.0,train
1774,1.0,train
1775,1.0,train
1776,1.0,train
1777,1.0,train
1778,1.0,train
1779,1.0,train
1780,1.0,train
1781,1.0,train
1782,1.0,train
1783,1.0,train
1784,1.0,train
1785,1.0,train
1786,1.0,train
1787,1.0,train
1788,1.0,train
1789,1.0,train
1790,1.0,train
1791,1.0,train
1792,1.0,train
1793,1.0,train
1794,1.0,train
1795,1.0,train
1796,1.0,train
1797,1.0,train
1798,1.0,train
1799,1.0,train
1800,1.0,train
1801,1.0,train
1802,1.0,train
1803,1.0,train
1804,1.0,train
1805,1.0,train
1806,1.0,train
1807,1.0,train
1808,1.0,train
1809,1.0,train
1810,1.0,train
1811,1.0,train
1812,1.0,train
1813,1.0,train
1814,1.0,train
1815,1.0,train
1816,1.0,train
1817,1.0,train
1818,1.0,train
1819,1.0,train
1820,1.0,train
1821,1.0,train
1822,1.0,train
1823,1.0,train
1824,1.0,train
1825,1.0,train
1826,1.0,train
1827,1.0,train
1828,1.0,train
1829,1.0,train
1830,1.0,train
1831,1.0,train
1832,1.0,train
1833,1.0,train
1834,1.0,train
1835,1.0,train
1836,1.0,train
1837,1.0,train
1838,1.0,train
1839,1.0,train
1840,1.0,train
1841,1.0,train
1842,1.0,train
1843,1.0,train
1844,1.0,train
1845,1.0,train
1846,1.0,train
1847,1.0,train
1848,1.0,train
1849,1.0,train
1850,1.0,train
1851,1.0,train
1852,1.0,train
1853,1.0,train
1854,1.0,train
1855,1.0,train
1856,1.0,train
1857,1.0,train
1858,1.0,train
1859,1.0,train
1860,1.0,train
1861,1.0,train
1862,1.0,train
1863,1.0,train
1864,1.0,train
1865,1.0,train
1866,1.0,train
1867,1.0,train
1868,1.0,train
1869,1.0,train
1870,1.0,train
1871,1.0,train
1872,1.0,train
1873,1.0,train
1874,1.0,train
1875,1.0,train
1876,1.0,train
1877,1.0,train
1878,1.0,train
1879,1.0,train
1880,1.0,train
1881,1.0,train
1882,1.0,train
1883,1.0,train
1884,1.0,train
1885,1.0,train
1886,1.0,train
1887,1.0,train
1888,1.0,train
1889,1.0,train
1890,1.0,train
1891,1.0,train
1892,1.0,train
1893,1.0,train
1894,1.0,train
1895,1.0,train
1896,1.0,train
1897,1.0,train
1898,1.0,train
1899,1.0,train
1900,1.0,train
1901,1.0,train
1902,1.0,train
1903,1.0,train
1904,1.0,train
1905,1.0,train
1906,1.0,train
1907,1.0,train
1908,1.0,train
1909,1.0,train
1910,1.0,train
1911,1.0,train
1912,1.0,train
1913,1.0,train
1914,1.0,train
1915,1.0,train
1916,1.0,train
1917,1.0,train
1918,1.0,train
1919,1.0,train
1920,1.0,train
1921,1.0,train
1922,1.0,train
1923,1.0,train
1924,1.0,train
1925,1.0,train
1926,1.0,train
1927,1.0,train
1928,1.0,train
1929,1.0,train
1930,1.0,train
1931,1.0,train
1932,1.0,train
1933,1.0,train
1934,1.0,train
1935,1.0,train
1936,1.0,train
1937,1.0,train
1938,1.0,train
1939,1.0,train
1940,1.0,train
1941,1.0,train
1942,1.0,train
1943,1.0,train
1944,1.0,train
1945,1.0,train
1946,1.0,train
1947,1.0,train
1948,1.0,train
1949,1.0,train
1950,1.0,train
1951,1.0,train
1952,1.0,train
1953,1.0,train
1954,1.0,train
1955,1.0,train
1956,1.0,train
1957,1.0,train
1958,1.0,train
1959,1.0,train
1960,1.0,train
1961,1.0,train
1962,1.0,train
1963,1.0,train
1964,1.0,train
1965,1.0,train
1966,1.0,train
1967,1.0,train
1968,1.0,train
1969,1.0,train
1970,1.0,train
1971,1.0,train
1972,1.0,train
1973,1.0,train
1974,1.0,train
1975,1.0,train
1976,1.0,train
1977,1.0,train
1978,1.0,train
1979,1.0,train
1980,1.0,train
1981,1.0,train
1982,1.0,train
1983,1.0,train
1984,1.0,train
1985,1.0,train
1986,1.0,train
1987,1.0,train
1988,1.0,train
1989,1.0,train
1990,1.0,train
1991,1.0,train
1992,1.0,train
1993,1.0,train
1994,1.0,train
1995,1.0,train
1996,1.0,train
1997,1.0,train
1998,1.0,train
1999,1.0,train
2000,1.0,train
2001,1.0,train
2002,1.0,train
2003,1.0,train
2004,1.0,train
2005,1.0,train
2006,1.0,train
2007,1.0,train
2008,1.0,train
2009,1.0,train
2010,1.0,train
2011,1.0,train
2012,1.0,train
2013,1.0,train
2014,1.0,train
2015,1.0,train
2016,1.0,train
2017,1.0,train
2018,1.0,train
2019,1.0,train
2020,1.0,train
2021,1.0,train
2022,1.0,train
2023,1.0,train
2024,1.0,train
2025,1.0,train
2026,1.0,train
2027,1.0,train
2028,1.0,train
2029,1.0,train
2030,1.0,train
2031,1.0,train
2032,1.0,train
2033,1.0,train
2034,1.0,train
2035,1.0,train
2036,1.0,train
2037,1.0,train
2038,1.0,train
2039,1.0,train
2040,1.0,train
2041,1.0,train
2042,1.0,train
2043,1.0,train
2044,1.0,train
2045,1.0,train
2046,1.0,train
2047,1.0,train
2048,1.0,train
2049,1.0,train
2050,1.0,train
2051,1.0,train
2052,1.0,train
2053,1.0,train
2054,1.0,train
2055,1.0,train
2056,1.0,train
2057,1.0,train
2058,1.0,train
2059,1.0,train
2060,1.0,train
2061,1.0,train
2062,1.0,train
2063,1.0,train
2064,1.0,train
2065,1.0,train
2066,1.0,train
2067,1.0,train
2068,1.0,train
2069,1.0,train
2070,1.0,train
2071,1.0,train
2072,1.0,train
2073,1.0,train
2074,1.0,train
2075,1.0,train
2076,1.0,train
2077,1.0,train
2078,1.0,train
2079,1.0,train
2080,1.0,train
2081,1.0,train
2082,1.0,train
2083,1.0,train
2084,1.0,train
2085,1.0,train
2086,1.0,train
2087,1.0,train
2088,1.0,train
2089,1.0,train
2090,1.0,train
2091,1.0,train
2092,1.0,train
2093,1.0,train
2094,1.0,train
2095,1.0,train
2096,1.0,train
2097,1.0,train
2098,1.0,train
2099,1.0,train
2100,1.0,train
2101,1.0,train
2102,1.0,train
2103,1.0,train
2104,1.0,train
2105,1.0,train
2106,1.0,train
2107,1.0,train
2108,1.0,train
2109,1.0,train
2110,1.0,train
2111,1.0,train
2112,1.0,train
2113,1.0,train
2114,1.0,train
2115,1.0,train
2116,1.0,train
2117,1.0,train
2118,1.0,train
2119,1.0,train
2120,1.0,train
2121,1.0,train
2122,1.0,train
2123,1.0,train
2124,1.0,train
2125,1.0,train
2126,1.0,train
2127,1.0,train
2128,1.0,train
2129,1.0,train
2130,1.0,train
2131,1.0,train
2132,1.0,train
2133,1.0,train
2134,1.0,train
2135,1.0,train
2136,1.0,train
2137,1.0,train
2138,1.0,train
2139,1.0,train
2140,1.0,train
2141,1.0,train
2142,1.0,train
2143,1.0,train
2144,1.0,train
2145,1.0,train
2146,1.0,train
2147,1.0,train
2148,1.0,train
2149,1.0,train
2150,1.0,train
2151,1.0,train
2152,1.0,train
2153,1.0,train
2154,1.0,train
2155,1.0,train
2156,1.0,train
2157,1.0,train
2158,1.0,train
2159,1.0,train
2160,1.0,train
2161,1.0,train
2162,1.0,train
2163,1.0,train
2164,1.0,train
2165,1.0,train
2166,1.0,train
2167,1.0,train
2168,1.0,train
2169,1.0,train
2170,1.0,train
2171,1.0,train
2172,1.0,train
2173,1.0,train
2174,1.0,train
2175,1.0,train
2176,1.0,train
2177,1.0,train
2178,1.0,train
2179,1.0,train
2180,1.0,train
2181,1.0,train
2182,1.0,train
2183,1.0,train
2184,1.0,train
2185,1.0,train
2186,1.0,train
2187,1.0,train
2188,1.0,train
2189,1.0,train
2190,1.0,train
2191,1.0,train
2192,1.0,train
2193,1.0,train
2194,1.0,train
2195,1.0,train
2196,1.0,train
2197,1.0,train
2198,1.0,train
2199,1.0,train
2200,1.0,train
2201,1.0,train
2202,1.0,train
2203,1.0,train
2204,1.0,train
2205,1.0,train
2206,1.0,train
2207,1.0,train
2208,1.0,train
2209,1.0,train
2210,1.0,train
2211,1.0,train
2212,1.0,train
2213,1.0,train
2214,1.0,train
2215,1.0,train
2216,1.0,train
2217,1.0,train
2218,1.0,train
2219,1.0,train
2220,1.0,train
2221,1.0,train
2222,1.0,train
2223,1.0,train
2224,1.0,train
2225,1.0,train
2226,1.0,train
2227,1.0,train
2228,1.0,train
2229,1.0,train
2230,1.0,train
2231,1.0,train
2232,1.0,train
2233,1.0,train
2234,1.0,train
2235,1.0,train
2236,1.0,train
2237,1.0,train
2238,1.0,train
2239,1.0,train
2240,1.0,train
2241,1.0,train
2242,1.0,train
2243,1.0,train
2244,1.0,train
2245,1.0,train
2246,1.0,train
2247,1.0,train
2248,1.0,train
2249,1.0,train
2250,1.0,train
2251,1.0,train
2252,1.0,train
2253,1.0,train
2254,1.0,train
2255,1.0,train
2256,1.0,train
2257,1.0,train
2258,1.0,train
2259,1.0,train
2260,1.0,train
2261,1.0,train
2262,1.0,train
2263,1.0,train
2264,1.0,train
2265,1.0,train
2266,1.0,train
2267,1.0,train
2268,1.0,train
2269,1.0,train
2270,1.0,train
2271,1.0,train
2272,1.0,train
2273,1.0,train
2274,1.0,train
2275,1.0,train
2276,1.0,train
2277,1.0,train
2278,1.0,train
2279,1.0,train
2280,1.0,train
2281,1.0,train
2282,1.0,train
2283,1.0,train
2284,1.0,train
2285,1.0,train
2286,1.0,train
2287,1.0,train
2288,1.0,train
2289,1.0,train
2290,1.0,train
2291,1.0,train
2292,1.0,train
2293,1.0,train
2294,1.0,train
2295,1.0,train
2296,1.0,train
2297,1.0,train
2298,1.0,train
2299,1.0,train
2300,1.0,train
2301,1.0,train
2302,1.0,train
2303,1.0,train
2304,1.0,train
2305,1.0,train
2306,1.0,train
2307,1.0,train
2308,1.0,train
2309,1.0,train
2310,1.0,train
2311,1.0,train
2312,1.0,train
2313,1.0,train
2314,1.0,train
2315,1.0,train
2316,1.0,train
2317,1.0,train
2318,1.0,train
2319,1.0,train
2320,1.0,train
2321,1.0,train
2322,1.0,train
2323,1.0,train
2324,1.0,train
2325,1.0,train
2326,1.0,train
2327,1.0,train
2328,1.0,train
2329,1.0,train
2330,1.0,train
2331,1.0,train
2332,1.0,train
2333,1.0,train
2334,1.0,train
2335,1.0,train
2336,1.0,train
2337,1.0,train
2338,1.0,train
2339,1.0,train
2340,1.0,train
2341,1.0,train
2342,1.0,train
2343,1.0,train
2344,1.0,train
2345,1.0,train
2346,1.0,train
2347,1.0,train
2348,1.0,train
2349,1.0,train
2350,1.0,train
2351,1.0,train
2352,1.0,train
2353,1.0,train
2354,1.0,train
2355,1.0,train
2356,1.0,train
2357,1.0,train
2358,1.0,train
2359,1.0,train
2360,1.0,train
2361,1.0,train
2362,1.0,train
2363,1.0,train
2364,1.0,train
2365,1.0,train
2366,1.0,train
2367,1.0,train
2368,1.0,train
2369,1.0,train
2370,1.0,train
2371,1.0,train
2372,1.0,train
2373,1.0,train
2374,1.0,train
2375,1.0,train
2376,1.0,train
2377,1.0,train
2378,1.0,train
2379,1.0,train
2380,1.0,train
2381,1.0,train
2382,1.0,train
2383,1.0,train
2384,1.0,train
2385,1.0,train
2386,1.0,train
2387,1.0,train
2388,1.0,train
2389,1.0,train
2390,1.0,train
2391,1.0,train
2392,1.0,train
2393,1.0,train
2394,1.0,train
2395,1.0,train
2396,1.0,train
2397,1.0,train
2398,1.0,train
2399,1.0,train
2400,1.0,train
2401,1.0,train
2402,1.0,train
2403,1.0,train
2404,1.0,train
2405,1.0,train
2406,1.0,train
2407,1.0,train
2408,1.0,train
2409,1.0,train
2410,1.0,train
2411,1.0,train
2412,1.0,train
2413,1.0,train
2414,1.0,train
2415,1.0,train
2416,1.0,train
2417,1.0,train
2418,1.0,train
2419,1.0,train
2420,1.0,train
2421,1.0,train
2422,1.0,train
2423,1.0,train
2424,1.0,train
2425,1.0,train
2426,1.0,train
2427,1.0,train
2428,1.0,train
2429,1.0,train
2430,1.0,train
2431,1.0,train
2432,1.0,train
2433,1.0,train
2434,1.0,train
2435,1.0,train
2436,1.0,train
2437,1.0,train
2438,1.0,train
2439,1.0,train
2440,1.0,train
2441,1.0,train
2442,1.0,train
2443,1.0,train
2444,1.0,train
2445,1.0,train
2446,1.0,train
2447,1.0,train
2448,1.0,train
2449,1.0,train
2450,1.0,train
2451,1.0,train
2452,1.0,train
2453,1.0,train
2454,1.0,train
2455,1.0,train
2456,1.0,train
2457,1.0,train
2458,1.0,train
2459,1.0,train
2460,1.0,train
2461,1.0,train
2462,1.0,train
2463,1.0,train
2464,1.0,train
2465,1.0,train
2466,1.0,train
2467,1.0,train
2468,1.0,train
2469,1.0,train
2470,1.0,train
2471,1.0,train
2472,1.0,train
2473,1.0,train
2474,1.0,train
2475,1.0,train
2476,1.0,train
2477,1.0,train
2478,1.0,train
2479,1.0,train
2480,1.0,train
2481,1.0,train
2482,1.0,train
2483,1.0,train
2484,1.0,train
2485,1.0,train
2486,1.0,train
2487,1.0,train
2488,1.0,train
2489,1.0,train
2490,1.0,train
2491,1.0,train
2492,1.0,train
2493,1.0,train
2494,1.0,train
2495,1.0,train
2496,1.0,train
2497,1.0,train
2498,1.0,train
2499,1.0,train
2500,1.0,train
2501,1.0,train
2502,1.0,train
2503,1.0,train
2504,1.0,train
2505,1.0,train
2506,1.0,train
2507,1.0,train
2508,1.0,train
2509,1.0,train
2510,1.0,train
2511,1.0,train
2512,1.0,train
2513,1.0,train
2514,1.0,train
2515,1.0,train
2516,1.0,train
2517,1.0,train
2518,1.0,train
2519,1.0,train
2520,1.0,train
2521,1.0,train
2522,1.0,train
2523,1.0,train
2524,1.0,train
2525,1.0,train
2526,1.0,train
2527,1.0,train
2528,1.0,train
2529,1.0,train
2530,1.0,train
2531,1.0,train
2532,1.0,train
2533,1.0,train
2534,1.0,train
2535,1.0,train
2536,1.0,train
2537,1.0,train
2538,1.0,train
2539,1.0,train
2540,1.0,train
2541,1.0,train
2542,1.0,train
2543,1.0,train
2544,1.0,train
2545,1.0,train
2546,1.0,train
2547,1.0,train
2548,1.0,train
2549,1.0,train
2550,1.0,train
2551,1.0,train
2552,1.0,train
2553,1.0,train
2554,1.0,train
2555,1.0,train
2556,1.0,train
2557,1.0,train
2558,1.0,train
2559,1.0,train
2560,1.0,train
2561,1.0,train
2562,1.0,train
2563,1.0,train
2564,1.0,train
2565,1.0,train
2566,1.0,train
2567,1.0,train
2568,1.0,train
2569,1.0,train
2570,1.0,train
2571,1.0,train
2572,1.0,train
2573,1.0,train
2574,1.0,train
2575,1.0,train
2576,1.0,train
2577,1.0,train
2578,1.0,train
2579,1.0,train
2580,1.0,train
2581,1.0,train
2582,1.0,train
2583,1.0,train
2584,1.0,train
2585,1.0,train
2586,1.0,train
2587,1.0,train
2588,1.0,train
2589,1.0,train
2590,1.0,train
2591,1.0,train
2592,1.0,train
2593,1.0,train
2594,1.0,train
2595,1.0,train
2596,1.0,train
2597,1.0,train
2598,1.0,train
2599,1.0,train
2600,1.0,train
2601,1.0,train
2602,1.0,train
2603,1.0,train
2604,1.0,train
2605,1.0,train
2606,1.0,train
2607,1.0,train
2608,1.0,train
2609,1.0,train
2610,1.0,train
2611,1.0,train
2612,1.0,train
2613,1.0,train
2614,1.0,train
2615,1.0,train
2616,1.0,train
2617,1.0,train
2618,1.0,train
2619,1.0,train
2620,1.0,train
2621,1.0,train
2622,1.0,train
2623,1.0,train
2624,1.0,train
2625,1.0,train
2626,1.0,train
2627,1.0,train
2628,1.0,train
2629,1.0,train
2630,1.0,train
2631,1.0,train
2632,1.0,train
2633,1.0,train
2634,1.0,train
2635,1.0,train
2636,1.0,train
2637,1.0,train
2638,1.0,train
2639,1.0,train
2640,1.0,train
2641,1.0,train
2642,1.0,train
2643,1.0,train
2644,1.0,train
2645,1.0,train
2646,1.0,train
2647,1.0,train
2648,1.0,train
2649,1.0,train
2650,1.0,train
2651,1.0,train
2652,1.0,train
2653,1.0,train
2654,1.0,train
2655,1.0,train
2656,1.0,train
2657,1.0,train
2658,1.0,train
2659,1.0,train
2660,1.0,train
2661,1.0,train
2662,1.0,train
2663,1.0,train
2664,1.0,train
2665,1.0,train
2666,1.0,train
2667,1.0,train
2668,1.0,train
2669,1.0,train
2670,1.0,train
2671,1.0,train
2672,1.0,train
2673,1.0,train
2674,1.0,train
2675,1.0,train
2676,1.0,train
2677,1.0,train
2678,1.0,train
2679,1.0,train
2680,1.0,train
2681,1.0,train
2682,1.0,train
2683,1.0,train
2684,1.0,train
0,1.0,val
1,1.0,val
2,1.0,val
3,1.0,val
4,1.0,val
5,1.0,val
6,1.0,val
7,1.0,val
8,1.0,val
9,1.0,val
10,1.0,val
11,1.0,val
12,1.0,val
13,1.0,val
14,1.0,val
15,1.0,val
16,1.0,val
17,1.0,val
18,1.0,val
19,1.0,val
20,1.0,val
21,1.0,val
22,1.0,val
23,1.0,val
24,1.0,val
25,1.0,val
26,1.0,val
27,1.0,val
28,1.0,val
29,1.0,val
30,1.0,val
31,1.0,val
32,1.0,val
33,1.0,val
34,1.0,val
35,1.0,val
36,1.0,val
37,1.0,val
38,1.0,val
39,1.0,val
40,1.0,val
41,1.0,val
42,1.0,val
43,1.0,val
44,1.0,val
45,1.0,val
46,1.0,val
47,1.0,val
48,1.0,val
49,1.0,val
50,1.0,val
51,1.0,val
52,1.0,val
53,1.0,val
54,1.0,val
55,1.0,val
56,1.0,val
57,1.0,val
58,1.0,val
59,1.0,val
60,1.0,val
61,1.0,val
62,1.0,val
63,1.0,val
64,1.0,val
65,1.0,val
66,1.0,val
67,1.0,val
68,1.0,val
69,1.0,val
70,1.0,val
71,1.0,val
72,1.0,val
73,1.0,val
74,1.0,val
75,1.0,val
76,1.0,val
77,1.0,val
78,1.0,val
79,1.0,val
80,1.0,val
81,1.0,val
82,1.0,val
83,1.0,val
84,1.0,val
85,1.0,val
86,1.0,val
87,1.0,val
88,1.0,val
89,1.0,val
90,1.0,val
91,1.0,val
92,1.0,val
93,1.0,val
94,1.0,val
95,1.0,val
96,1.0,val
97,1.0,val
98,1.0,val
99,1.0,val
100,1.0,val
101,1.0,val
102,1.0,val
103,1.0,val
104,1.0,val
105,1.0,val
106,1.0,val
107,1.0,val
108,1.0,val
109,1.0,val
110,1.0,val
111,1.0,val
112,1.0,val
113,1.0,val
114,1.0,val
115,1.0,val
116,1.0,val
117,1.0,val
118,1.0,val
119,1.0,val
120,1.0,val
121,1.0,val
122,1.0,val
123,1.0,val
124,1.0,val
125,1.0,val
126,1.0,val
127,1.0,val
128,1.0,val
129,1.0,val
130,1.0,val
131,1.0,val
132,1.0,val
133,1.0,val
134,1.0,val
135,1.0,val
136,1.0,val
137,1.0,val
138,1.0,val
139,1.0,val
140,1.0,val
141,1.0,val
142,1.0,val
143,1.0,val
144,1.0,val
145,1.0,val
146,1.0,val
147,1.0,val
148,1.0,val
149,1.0,val
150,1.0,val
151,1.0,val
152,1.0,val
153,1.0,val
154,1.0,val
155,1.0,val
156,1.0,val
157,1.0,val
158,1.0,val
159,1.0,val
160,1.0,val
161,1.0,val
162,1.0,val
163,1.0,val
164,1.0,val
165,1.0,val
166,1.0,val
167,1.0,val
168,1.0,val
169,1.0,val
170,1.0,val
171,1.0,val
172,1.0,val
173,1.0,val
174,1.0,val
175,1.0,val
176,1.0,val
177,1.0,val
178,1.0,val
179,1.0,val
180,1.0,val
181,1.0,val
182,1.0,val
183,1.0,val
184,1.0,val
185,1.0,val
186,1.0,val
187,1.0,val
188,1.0,val
189,1.0,val
190,1.0,val
191,1.0,val
192,1.0,val
193,1.0,val
194,1.0,val
195,1.0,val
196,1.0,val
197,1.0,val
198,1.0,val
199,1.0,val
200,1.0,val
201,1.0,val
202,1.0,val
203,1.0,val
204,1.0,val
205,1.0,val
206,1.0,val
207,1.0,val
208,1.0,val
209,1.0,val
210,1.0,val
211,1.0,val
212,1.0,val
213,1.0,val
214,1.0,val
215,1.0,val
216,1.0,val
217,1.0,val
218,1.0,val
219,1.0,val
220,1.0,val
221,1.0,val
222,1.0,val
223,1.0,val
224,1.0,val
225,1.0,val
226,1.0,val
227,1.0,val
228,1.0,val
229,1.0,val
230,1.0,val
231,1.0,val
232,1.0,val
233,1.0,val
234,1.0,val
235,1.0,val
236,1.0,val
237,1.0,val
238,1.0,val
239,1.0,val
240,1.0,val
241,1.0,val
242,1.0,val
243,1.0,val
244,1.0,val
245,1.0,val
246,1.0,val
247,1.0,val
248,1.0,val
249,1.0,val
250,1.0,val
251,1.0,val
252,1.0,val
253,1.0,val
254,1.0,val
255,1.0,val
256,1.0,val
257,1.0,val
258,1.0,val
259,1.0,val
260,1.0,val
261,1.0,val
262,1.0,val
263,1.0,val
264,1.0,val
265,1.0,val
266,1.0,val
267,1.0,val
268,1.0,val
269,1.0,val
270,1.0,val
271,1.0,val
272,1.0,val
273,1.0,val
274,1.0,val
275,1.0,val
276,1.0,val
277,1.0,val
278,1.0,val
279,1.0,val
280,1.0,val
281,1.0,val
282,1.0,val
283,1.0,val
284,1.0,val
285,1.0,val
286,1.0,val
287,1.0,val
288,1.0,val
289,1.0,val
290,1.0,val
291,1.0,val
292,1.0,val
293,1.0,val
294,1.0,val
295,1.0,val
296,1.0,val
297,1.0,val
298,1.0,val
299,1.0,val
300,1.0,val
301,1.0,val
302,1.0,val
303,1.0,val
304,1.0,val
305,1.0,val
306,1.0,val
307,1.0,val
308,1.0,val
309,1.0,val
310,1.0,val
311,1.0,val
312,1.0,val
313,1.0,val
314,1.0,val
315,1.0,val
316,1.0,val
317,1.0,val
318,1.0,val
319,1.0,val
320,1.0,val
321,1.0,val
322,1.0,val
323,1.0,val
324,1.0,val
325,1.0,val
326,1.0,val
327,1.0,val
328,1.0,val
329,1.0,val
330,1.0,val
331,1.0,val
332,1.0,val
333,1.0,val
334,1.0,val
335,1.0,val
336,1.0,val
337,1.0,val
338,1.0,val
339,1.0,val
340,1.0,val
341,1.0,val
342,1.0,val
343,1.0,val
344,1.0,val
345,1.0,val
346,1.0,val
347,1.0,val
348,1.0,val
349,1.0,val
350,1.0,val
351,1.0,val
352,1.0,val
353,1.0,val
354,1.0,val
355,1.0,val
356,1.0,val
357,1.0,val
358,1.0,val
359,1.0,val
360,1.0,val
361,1.0,val
362,1.0,val
363,1.0,val
364,1.0,val
365,1.0,val
366,1.0,val
367,1.0,val
368,1.0,val
369,1.0,val
370,1.0,val
371,1.0,val
372,1.0,val
373,1.0,val
374,1.0,val
375,1.0,val
376,1.0,val
377,1.0,val
378,1.0,val
379,1.0,val
380,1.0,val
381,1.0,val
382,1.0,val
383,1.0,val
384,1.0,val
385,1.0,val
386,1.0,val
387,1.0,val
388,1.0,val
389,1.0,val
390,1.0,val
391,1.0,val
392,1.0,val
393,1.0,val
394,1.0,val
395,1.0,val
396,1.0,val
397,1.0,val
398,1.0,val
399,1.0,val
400,1.0,val
401,1.0,val
402,1.0,val
403,1.0,val
404,1.0,val
405,1.0,val
406,1.0,val
407,1.0,val
408,1.0,val
409,1.0,val
410,1.0,val
411,1.0,val
412,1.0,val
413,1.0,val
414,1.0,val
415,1.0,val
416,1.0,val
417,1.0,val
418,1.0,val
419,1.0,val
420,1.0,val
421,1.0,val
422,1.0,val
423,1.0,val
424,1.0,val
425,1.0,val
426,1.0,val
427,1.0,val
428,1.0,val
429,1.0,val
430,1.0,val
431,1.0,val
432,1.0,val
433,1.0,val
434,1.0,val
435,1.0,val
436,1.0,val
437,1.0,val
438,1.0,val
439,1.0,val
440,1.0,val
441,1.0,val
442,1.0,val
443,1.0,val
444,1.0,val
445,1.0,val
446,1.0,val
447,1.0,val
448,1.0,val
449,1.0,val
450,1.0,val
451,1.0,val
452,1.0,val
453,1.0,val
454,1.0,val
455,1.0,val
456,1.0,val
457,1.0,val
458,1.0,val
459,1.0,val
460,1.0,val
461,1.0,val
462,1.0,val
463,1.0,val
464,1.0,val
465,1.0,val
466,1.0,val
467,1.0,val
468,1.0,val
469,1.0,val
470,1.0,val
471,1.0,val
472,1.0,val
473,1.0,val
474,1.0,val
475,1.0,val
476,1.0,val
477,1.0,val
478,1.0,val
479,1.0,val
480,1.0,val
481,1.0,val
482,1.0,val
483,1.0,val
484,1.0,val
485,1.0,val
486,1.0,val
487,1.0,val
488,1.0,val
489,1.0,val
490,1.0,val
491,1.0,val
492,1.0,val
493,1.0,val
494,1.0,val
495,1.0,val
496,1.0,val
497,1.0,val
498,1.0,val
499,1.0,val
500,1.0,val
501,1.0,val
502,1.0,val
503,1.0,val
504,1.0,val
505,1.0,val
506,1.0,val
507,1.0,val
508,1.0,val
509,1.0,val
510,1.0,val
511,1.0,val
512,1.0,val
513,1.0,val
514,1.0,val
515,1.0,val
516,1.0,val
517,1.0,val
518,1.0,val
519,1.0,val
520,1.0,val
521,1.0,val
522,1.0,val
523,1.0,val
524,1.0,val
525,1.0,val
526,1.0,val
527,1.0,val
528,1.0,val
529,1.0,val
530,1.0,val
531,1.0,val
532,1.0,val
533,1.0,val
534,1.0,val
535,1.0,val
536,1.0,val
537,1.0,val
538,1.0,val
539,1.0,val
540,1.0,val
541,1.0,val
542,1.0,val
543,1.0,val
544,1.0,val
545,1.0,val
546,1.0,val
547,1.0,val
548,1.0,val
549,1.0,val
550,1.0,val
551,1.0,val
552,1.0,val
553,1.0,val
554,1.0,val
555,1.0,val
556,1.0,val
557,1.0,val
558,1.0,val
559,1.0,val
560,1.0,val
561,1.0,val
562,1.0,val
563,1.0,val
564,1.0,val
565,1.0,val
566,1.0,val
567,1.0,val
568,1.0,val
569,1.0,val
570,1.0,val
571,1.0,val
572,1.0,val
573,1.0,val
574,1.0,val
575,1.0,val
576,1.0,val
577,1.0,val
578,1.0,val
579,1.0,val
580,1.0,val
581,1.0,val
582,1.0,val
583,1.0,val
584,1.0,val
585,1.0,val
586,1.0,val
587,1.0,val
588,1.0,val
589,1.0,val
590,1.0,val
591,1.0,val
592,1.0,val
593,1.0,val
594,1.0,val
595,1.0,val
596,1.0,val
597,1.0,val
