qname,join_order,exec_sql,cost
13.pkl,Leading(((((mc ct) ((kt t) (it miidx))) cn) mi)),/*+ Rows(mi #14835720) Rows(t #2528312) Rows(miidx #1380035) Rows(mc #2609129) Rows(kt #1) Rows(cn #84843) Rows(ct #1) Rows(it #1) Rows(mi t #14835720) Rows(mi miidx #20885030) Rows(mc mi #67371414) Rows(miidx t #1380035) Rows(mc t #2609129) Rows(kt t #662825) Rows(mc miidx #4073078) Rows(it miidx #459925) Rows(cn mc #1153798) Rows(ct mc #1334883) Rows(mi miidx t #20885030) Rows(mc mi t #67371414) Rows(kt mi t #8301049) Rows(mc mi miidx #177388547) Rows(it mi miidx #6930334) Rows(cn mc mi #24420867) Rows(ct mc mi #19468013) Rows(mc miidx t #4073078) Rows(kt miidx t #629900) Rows(it miidx t #459925) Rows(kt mc t #1307690) Rows(cn mc t #1153798) Rows(ct mc t #1334883) Rows(cn mc miidx #1742698) Rows(ct mc miidx #1753403) Rows(it mc miidx #1354883) Rows(cn ct mc #552328) Rows(mc mi miidx t #177388547) Rows(kt mi miidx t #13638164) Rows(it mi miidx t #6930334) Rows(kt mc mi t #53714510) Rows(cn mc mi t #24420867) Rows(ct mc mi t #19468013) Rows(cn mc mi miidx #60276938) Rows(ct mc mi miidx #42553106) Rows(it mc mi miidx #57984052) Rows(cn ct mc mi #9128700) Rows(kt mc miidx t #2327681) Rows(cn mc miidx t #1742698) Rows(ct mc miidx t #1753403) Rows(it mc miidx t #1354883) Rows(it kt miidx t #209880) Rows(cn kt mc t #486331) Rows(ct kt mc t #640620) Rows(cn ct mc t #552328) Rows(cn ct mc miidx #746064) Rows(cn it mc miidx #580109) Rows(ct it mc miidx #584222) Rows(kt mc mi miidx t #148621556) Rows(cn mc mi miidx t #60276938) Rows(ct mc mi miidx t #42553106) Rows(it mc mi miidx t #57984052) Rows(it kt mi miidx t #4514712) Rows(cn kt mc mi t #17253245) Rows(ct kt mc mi t #13398803) Rows(cn ct mc mi t #9128700) Rows(cn ct mc mi miidx #20338636) Rows(cn it mc mi miidx #19786302) Rows(ct it mc mi miidx #14091607) Rows(cn kt mc miidx t #798088) Rows(ct kt mc miidx t #908567) Rows(it kt mc miidx t #773084) Rows(cn ct mc miidx t #746064) Rows(cn it mc miidx t #580109) Rows(ct it mc miidx t #584222) Rows(cn ct kt mc t #210302) Rows(cn ct it mc miidx #248554) Rows(cn kt mc mi miidx t #45333881) Rows(ct kt mc mi miidx t #31047995) Rows(it kt mc mi miidx t #48395055) Rows(cn ct mc mi miidx t #20338636) Rows(cn it mc mi miidx t #19786302) Rows(ct it mc mi miidx t #14091607) Rows(cn ct kt mc mi t #5621288) Rows(cn ct it mc mi miidx #6722560) Rows(cn ct kt mc miidx t #262281) Rows(cn it kt mc miidx t #265239) Rows(ct it kt mc miidx t #302610) Rows(cn ct it mc miidx t #248554) Rows(cn ct kt mc mi miidx t #13120708) Rows(cn it kt mc mi miidx t #14805283) Rows(ct it kt mc mi miidx t #10256570) Rows(cn ct it mc mi miidx t #6722560) Rows(cn ct it kt mc miidx t #87293) Rows(cn ct it kt mc mi miidx t #4316584)  */ explain (format json) SELECT COUNT(*) FROM (((movie_companies as mc CROSS JOIN company_type as ct) CROSS JOIN ((kind_type as kt CROSS JOIN title as t) CROSS JOIN (info_type as it CROSS JOIN movie_info_idx as miidx))) CROSS JOIN company_name as cn) CROSS JOIN movie_info as mi WHERE  cn.country_code = '[us]' AND  ct.kind = 'production companies' AND  it.info = 'rating' AND  kt.kind = 'movie' AND  t.title != '' AND mc.company_id = cn.id AND mc.company_type_id = ct.id AND mc.movie_id = miidx.movie_id AND mi.movie_id = mc.movie_id AND mi.movie_id = miidx.movie_id AND mi.movie_id = t.id AND miidx.info_type_id = it.id AND t.id = mc.movie_id AND t.id = miidx.movie_id AND t.kind_id = kt.id,365649.86
62.pkl,Leading(((((((cc cct1) (k mk)) t) kt) mi_idx) ci)),"/*+ Rows(kt #1) Rows(t #1012920) Rows(mk #4523930) Rows(ci #36244344) Rows(cc #135086) Rows(mi_idx #53649) Rows(k #4) Rows(cct1 #1) Rows(kt t #216282) Rows(mk t #1253091) Rows(ci t #15981237) Rows(cc t #26778) Rows(mi_idx t #20546) Rows(ci mk #215765477) Rows(cc mk #2171367) Rows(mi_idx mk #461846) Rows(k mk #9984) Rows(cc ci #5212164) Rows(ci mi_idx #1867976) Rows(cc mi_idx #12049) Rows(cc cct1 #85941) Rows(kt mk t #682355) Rows(ci kt t #3785589) Rows(cc kt t #3305) Rows(kt mi_idx t #6895) Rows(ci mk t #73094751) Rows(cc mk t #235896) Rows(mi_idx mk t #144705) Rows(k mk t #3024) Rows(cc ci t #1103838) Rows(ci mi_idx t #825681) Rows(cc mi_idx t #2651) Rows(cc cct1 t #15465) Rows(cc ci mk #157283028) Rows(ci mi_idx mk #30519691) Rows(ci k mk #487003) Rows(cc mi_idx mk #300715) Rows(cc k mk #3974) Rows(cc cct1 mk #1436647) Rows(k mi_idx mk #926) Rows(cc ci mi_idx #600390) Rows(cc cct1 ci #3409569) Rows(cc cct1 mi_idx #7648) Rows(ci kt mk t #53765709) Rows(cc kt mk t #159056) Rows(kt mi_idx mk t #61645) Rows(k kt mk t #1441) Rows(cc ci kt t #230145) Rows(ci kt mi_idx t #203728) Rows(cc kt mi_idx t #254) Rows(cc cct1 kt t #2396) Rows(cc ci mk t #28389381) Rows(ci mi_idx mk t #11825642) Rows(ci k mk t #185412) Rows(cc mi_idx mk t #42508) Rows(cc k mk t #460) Rows(cc cct1 mk t #186606) Rows(k mi_idx mk t #352) Rows(cc ci mi_idx t #162480) Rows(cc cct1 ci t #695928) Rows(cc cct1 mi_idx t #1638) Rows(cc ci mi_idx mk #25245832) Rows(cc ci k mk #304598) Rows(cc cct1 ci mk #109052152) Rows(ci k mi_idx mk #63418) Rows(cc k mi_idx mk #460) Rows(cc cct1 mi_idx mk #190534) Rows(cc cct1 k mk #2667) Rows(cc cct1 ci mi_idx #384321) Rows(cc ci kt mk t #24065386) Rows(ci kt mi_idx mk t #6566573) Rows(ci k kt mk t #126881) Rows(cc kt mi_idx mk t #20802) Rows(cc k kt mk t #294) Rows(cc cct1 kt mk t #140132) Rows(k kt mi_idx mk t #117) Rows(cc ci kt mi_idx t #25657) Rows(cc cct1 ci kt t #194028) Rows(cc cct1 kt mi_idx t #199) Rows(cc ci mi_idx mk t #5285951) Rows(cc ci k mk t #58467) Rows(cc cct1 ci mk t #23868002) Rows(ci k mi_idx mk t #31456) Rows(cc k mi_idx mk t #90) Rows(cc cct1 mi_idx mk t #31230) Rows(cc cct1 k mk t #367) Rows(cc cct1 ci mi_idx t #103209) Rows(cc ci k mi_idx mk #43814) Rows(cc cct1 ci mi_idx mk #16332028) Rows(cc cct1 ci k mk #218654) Rows(cc cct1 k mi_idx mk #298) Rows(cc ci kt mi_idx mk t #3847051) Rows(cc ci k kt mk t #49037) Rows(cc cct1 ci kt mk t #21175984) Rows(ci k kt mi_idx mk t #17426) Rows(cc k kt mi_idx mk t #41) Rows(cc cct1 kt mi_idx mk t #17341) Rows(cc cct1 k kt mk t #269) Rows(cc cct1 ci kt mi_idx t #21485) Rows(cc ci k mi_idx mk t #13263) Rows(cc cct1 ci mi_idx mk t #3939000) Rows(cc cct1 ci k mk t #50829) Rows(cc cct1 k mi_idx mk t #57) Rows(cc cct1 ci k mi_idx mk #29287) Rows(cc ci k kt mi_idx mk t #10657) Rows(cc cct1 ci kt mi_idx mk t #3029135) Rows(cc cct1 ci k kt mk t #44986) Rows(cc cct1 k kt mi_idx mk t #31) Rows(cc cct1 ci k mi_idx mk t #8430) Rows(cc cct1 ci k kt mi_idx mk t #7041)  */ explain (format json) SELECT COUNT(*) FROM (((((complete_cast as cc CROSS JOIN comp_cast_type as cct1) CROSS JOIN (keyword as k CROSS JOIN movie_keyword as mk)) CROSS JOIN title as t) CROSS JOIN kind_type as kt) CROSS JOIN movie_info_idx as mi_idx) CROSS JOIN cast_info as ci WHERE  cct1.kind = 'cast' AND  k.keyword IN ('superhero', 'marvel-comics', 'based-on-comic', 'fight') AND  kt.kind = 'movie' AND  mi_idx.info > '8.0' AND  t.production_year > 2005 AND cc.movie_id = mi_idx.movie_id AND cc.subject_id = cct1.id AND ci.movie_id = cc.movie_id AND ci.movie_id = mi_idx.movie_id AND kt.id = t.kind_id AND mk.keyword_id = k.id AND mk.movie_id = cc.movie_id AND mk.movie_id = ci.movie_id AND mk.movie_id = mi_idx.movie_id AND t.id = cc.movie_id AND t.id = ci.movie_id AND t.id = mi_idx.movie_id AND t.id = mk.movie_id",13989.64
57.pkl,Leading(((((((cn mc) t) mk) k) ci) mi)),"/*+ Rows(t #8) Rows(mi #14835720) Rows(mc #2609129) Rows(ci #867477) Rows(mk #4523930) Rows(cn #1) Rows(k #3) Rows(mi t #293) Rows(mc t #36) Rows(ci t #68) Rows(mk t #88) Rows(mc mi #67371414) Rows(ci mi #10250130) Rows(mi mk #235420417) Rows(ci mc #1548085) Rows(mc mk #34863638) Rows(cn mc #99) Rows(ci mk #4575483) Rows(k mk #9696) Rows(mc mi t #6122) Rows(ci mi t #8601) Rows(mi mk t #11155) Rows(ci mc t #912) Rows(mc mk t #1211) Rows(cn mc t #4) Rows(ci mk t #1886) Rows(k mk t #7) Rows(ci mc mi #107085354) Rows(mc mi mk #4847757474) Rows(cn mc mi #8522) Rows(ci mi mk #444812738) Rows(k mi mk #733489) Rows(ci mc mk #41655338) Rows(ci cn mc #1272) Rows(cn mc mk #2756) Rows(k mc mk #98921) Rows(ci k mk #32840) Rows(ci mc mi t #204637) Rows(mc mi mk t #265320) Rows(cn mc mi t #284) Rows(ci mi mk t #365175) Rows(k mi mk t #549) Rows(ci mc mk t #38060) Rows(ci cn mc t #57) Rows(cn mc mk t #83) Rows(k mc mk t #62) Rows(ci k mk t #117) Rows(ci mc mi mk #9007253059) Rows(ci cn mc mi #246890) Rows(cn mc mi mk #694511) Rows(k mc mi mk #17767143) Rows(ci k mi mk #2807554) Rows(ci cn mc mk #77762) Rows(ci k mc mk #251901) Rows(cn k mc mk #26) Rows(ci mc mi mk t #8984205) Rows(ci cn mc mi t #8554) Rows(cn mc mi mk t #11130) Rows(k mc mi mk t #12142) Rows(ci k mi mk t #17099) Rows(ci cn mc mk t #1841) Rows(ci k mc mk t #1779) Rows(cn k mc mk t #6) Rows(ci cn mc mi mk #22284110) Rows(ci k mc mi mk #52088206) Rows(cn k mc mi mk #6052) Rows(ci cn k mc mk #707) Rows(ci cn mc mi mk t #364950) Rows(ci k mc mi mk t #408977) Rows(cn k mc mi mk t #544) Rows(ci cn k mc mk t #108) Rows(ci cn k mc mi mk #194037) Rows(ci cn k mc mi mk t #17054)  */ explain (format json) SELECT COUNT(*) FROM (((((company_name as cn CROSS JOIN movie_companies as mc) CROSS JOIN title as t) CROSS JOIN movie_keyword as mk) CROSS JOIN keyword as k) CROSS JOIN cast_info as ci) CROSS JOIN movie_info as mi WHERE  ci.note IN ('(voice)', '(voice: Japanese version)', '(voice) (uncredited)', '(voice: English version)') AND  cn.country_code = '[us]' AND  cn.name = 'DreamWorks Animation' AND  k.keyword IN ('hero', 'martial-arts', 'hand-to-hand-combat', 'computer-animated-movie') AND  mi.info IS NOT NULL AND  t.production_year > 2010 AND  t.title LIKE 'Kung Fu Panda%' AND ci.movie_id = mk.movie_id AND mc.company_id = cn.id AND mc.movie_id = ci.movie_id AND mc.movie_id = mk.movie_id AND mi.movie_id = ci.movie_id AND mi.movie_id = mc.movie_id AND mi.movie_id = mk.movie_id AND mk.keyword_id = k.id AND t.id = ci.movie_id AND t.id = mc.movie_id AND t.id = mi.movie_id AND t.id = mk.movie_id",7807.77
16.pkl,Leading((((kt ((k mk) t)) mi_idx) mi)),"/*+ Rows(kt #1) Rows(t #391666) Rows(mi #706674) Rows(mk #4523930) Rows(mi_idx #376837) Rows(k #1) Rows(kt t #98992) Rows(mi t #99589) Rows(mk t #299534) Rows(mi_idx t #37412) Rows(mi mk #4060930) Rows(mi mi_idx #201516) Rows(mi_idx mk #2928183) Rows(k mk #19528) Rows(kt mi t #60163) Rows(kt mk t #164339) Rows(kt mi_idx t #11728) Rows(mi mk t #199113) Rows(mi mi_idx t #16022) Rows(mi_idx mk t #157194) Rows(k mk t #1236) Rows(mi mi_idx mk #3077536) Rows(k mi mk #17501) Rows(k mi_idx mk #12131) Rows(kt mi mk t #128014) Rows(kt mi mi_idx t #6739) Rows(kt mi_idx mk t #84336) Rows(k kt mk t #903) Rows(mi mi_idx mk t #108897) Rows(k mi mk t #867) Rows(k mi_idx mk t #575) Rows(k mi mi_idx mk #12471) Rows(kt mi mi_idx mk t #69526) Rows(k kt mi mk t #685) Rows(k kt mi_idx mk t #334) Rows(k mi mi_idx mk t #425) Rows(k kt mi mi_idx mk t #261)  */ explain (format json) SELECT COUNT(*) FROM ((kind_type as kt CROSS JOIN ((keyword as k CROSS JOIN movie_keyword as mk) CROSS JOIN title as t)) CROSS JOIN movie_info_idx as mi_idx) CROSS JOIN movie_info as mi WHERE  k.keyword IN ('murder', 'murder-in-title') AND  kt.kind = 'movie' AND  mi.info IN ('Sweden', 'Norway', 'Germany', 'Denmark', 'Swedish', 'Denish', 'Norwegian', 'German', 'USA', 'American') AND  mi_idx.info > '6.0' AND  t.production_year > 2010 AND kt.id = t.kind_id AND mi.movie_id = mi_idx.movie_id AND mi.movie_id = mk.movie_id AND mk.keyword_id = k.id AND mk.movie_id = mi_idx.movie_id AND t.id = mi.movie_id AND t.id = mi_idx.movie_id AND t.id = mk.movie_id",15482.98
26.pkl,Leading((((((k mk) t) mc) cn) ci)),/*+ Rows(ci #36244344) Rows(t #2528312) Rows(mc #2609129) Rows(mk #4523930) Rows(k #1) Rows(cn #84843) Rows(ci t #36244344) Rows(ci mc #80274241) Rows(ci mk #215765477) Rows(mc t #2609129) Rows(mk t #4523930) Rows(mc mk #34863638) Rows(cn mc #1153798) Rows(k mk #41840) Rows(ci mc t #80274241) Rows(ci mk t #215765477) Rows(ci mc mk #3101350543) Rows(ci cn mc #32289229) Rows(ci k mk #1038393) Rows(mc mk t #34863638) Rows(cn mc t #1153798) Rows(k mk t #41840) Rows(k mc mk #148552) Rows(cn mc mk #12177631) Rows(ci mc mk t #3101350543) Rows(ci cn mc t #32289229) Rows(ci k mk t #1038393) Rows(ci k mc mk #7796926) Rows(ci cn mc mk #916402420) Rows(k mc mk t #148552) Rows(cn mc mk t #12177631) Rows(cn k mc mk #68316) Rows(ci k mc mk t #7796926) Rows(ci cn mc mk t #916402420) Rows(ci cn k mc mk #2832555) Rows(cn k mc mk t #68316) Rows(ci cn k mc mk t #2832555)  */ explain (format json) SELECT COUNT(*) FROM ((((keyword as k CROSS JOIN movie_keyword as mk) CROSS JOIN title as t) CROSS JOIN movie_companies as mc) CROSS JOIN company_name as cn) CROSS JOIN cast_info as ci WHERE  cn.country_code = '[us]' AND  k.keyword = 'character-name-in-title' AND ci.movie_id = mc.movie_id AND ci.movie_id = mk.movie_id AND ci.movie_id = t.id AND mc.company_id = cn.id AND mk.keyword_id = k.id AND mk.movie_id = mc.movie_id AND t.id = mc.movie_id AND t.id = mk.movie_id,201745.15
9.pkl,Leading((mi ((mi_idx ((mc cn) t)) ct))),/*+ Rows(t #1381453) Rows(mi #14835720) Rows(mi_idx #1380035) Rows(mc #2609129) Rows(ct #4) Rows(cn #84843) Rows(mi t #6992801) Rows(mi_idx t #664016) Rows(mc t #1170186) Rows(mi mi_idx #20885030) Rows(mc mi #67371414) Rows(mc mi_idx #4073078) Rows(ct mc #2609129) Rows(cn mc #1153798) Rows(mi mi_idx t #9372178) Rows(mc mi t #31523973) Rows(mc mi_idx t #1940656) Rows(ct mc t #1170186) Rows(cn mc t #468787) Rows(mc mi mi_idx #177388547) Rows(ct mc mi #67371414) Rows(cn mc mi #24420867) Rows(ct mc mi_idx #4073078) Rows(cn mc mi_idx #1742698) Rows(cn ct mc #1153798) Rows(mc mi mi_idx t #85352936) Rows(ct mc mi t #31523973) Rows(cn mc mi t #9048308) Rows(ct mc mi_idx t #1940656) Rows(cn mc mi_idx t #724500) Rows(cn ct mc t #468787) Rows(ct mc mi mi_idx #177388547) Rows(cn mc mi mi_idx #60276938) Rows(cn ct mc mi #24420867) Rows(cn ct mc mi_idx #1742698) Rows(ct mc mi mi_idx t #85352936) Rows(cn mc mi mi_idx t #22807119) Rows(cn ct mc mi t #9048308) Rows(cn ct mc mi_idx t #724500) Rows(cn ct mc mi mi_idx #60276938) Rows(cn ct mc mi mi_idx t #22807119)  */ explain (format json) SELECT COUNT(*) FROM movie_info as mi CROSS JOIN ((movie_info_idx as mi_idx CROSS JOIN ((movie_companies as mc CROSS JOIN company_name as cn) CROSS JOIN title as t)) CROSS JOIN company_type as ct) WHERE  cn.country_code = '[us]' AND  ct.kind IS NOT NULL AND  t.production_year > 2000 AND mc.company_id = cn.id AND mc.company_type_id = ct.id AND mi.movie_id = mc.movie_id AND mi.movie_id = mi_idx.movie_id AND mi_idx.movie_id = mc.movie_id AND t.id = mc.movie_id AND t.id = mi.movie_id AND t.id = mi_idx.movie_id,1054963.36
14.pkl,Leading(((((mc ct) ((kt t) (it miidx))) cn) mi)),/*+ Rows(mi #14835720) Rows(t #2528312) Rows(miidx #1380035) Rows(mc #2609129) Rows(kt #1) Rows(cn #84843) Rows(ct #1) Rows(it #1) Rows(mi t #14835720) Rows(mi miidx #20885030) Rows(mc mi #67371414) Rows(miidx t #1380035) Rows(mc t #2609129) Rows(kt t #662825) Rows(mc miidx #4073078) Rows(it miidx #459925) Rows(cn mc #1153798) Rows(ct mc #1334883) Rows(mi miidx t #20885030) Rows(mc mi t #67371414) Rows(kt mi t #8301049) Rows(mc mi miidx #177388547) Rows(it mi miidx #6930334) Rows(cn mc mi #24420867) Rows(ct mc mi #19468013) Rows(mc miidx t #4073078) Rows(kt miidx t #629900) Rows(it miidx t #459925) Rows(kt mc t #1307690) Rows(cn mc t #1153798) Rows(ct mc t #1334883) Rows(cn mc miidx #1742698) Rows(ct mc miidx #1753403) Rows(it mc miidx #1354883) Rows(cn ct mc #552328) Rows(mc mi miidx t #177388547) Rows(kt mi miidx t #13638164) Rows(it mi miidx t #6930334) Rows(kt mc mi t #53714510) Rows(cn mc mi t #24420867) Rows(ct mc mi t #19468013) Rows(cn mc mi miidx #60276938) Rows(ct mc mi miidx #42553106) Rows(it mc mi miidx #57984052) Rows(cn ct mc mi #9128700) Rows(kt mc miidx t #2327681) Rows(cn mc miidx t #1742698) Rows(ct mc miidx t #1753403) Rows(it mc miidx t #1354883) Rows(it kt miidx t #209880) Rows(cn kt mc t #486331) Rows(ct kt mc t #640620) Rows(cn ct mc t #552328) Rows(cn ct mc miidx #746064) Rows(cn it mc miidx #580109) Rows(ct it mc miidx #584222) Rows(kt mc mi miidx t #148621556) Rows(cn mc mi miidx t #60276938) Rows(ct mc mi miidx t #42553106) Rows(it mc mi miidx t #57984052) Rows(it kt mi miidx t #4514712) Rows(cn kt mc mi t #17253245) Rows(ct kt mc mi t #13398803) Rows(cn ct mc mi t #9128700) Rows(cn ct mc mi miidx #20338636) Rows(cn it mc mi miidx #19786302) Rows(ct it mc mi miidx #14091607) Rows(cn kt mc miidx t #798088) Rows(ct kt mc miidx t #908567) Rows(it kt mc miidx t #773084) Rows(cn ct mc miidx t #746064) Rows(cn it mc miidx t #580109) Rows(ct it mc miidx t #584222) Rows(cn ct kt mc t #210302) Rows(cn ct it mc miidx #248554) Rows(cn kt mc mi miidx t #45333881) Rows(ct kt mc mi miidx t #31047995) Rows(it kt mc mi miidx t #48395055) Rows(cn ct mc mi miidx t #20338636) Rows(cn it mc mi miidx t #19786302) Rows(ct it mc mi miidx t #14091607) Rows(cn ct kt mc mi t #5621288) Rows(cn ct it mc mi miidx #6722560) Rows(cn ct kt mc miidx t #262281) Rows(cn it kt mc miidx t #265239) Rows(ct it kt mc miidx t #302610) Rows(cn ct it mc miidx t #248554) Rows(cn ct kt mc mi miidx t #13120708) Rows(cn it kt mc mi miidx t #14805283) Rows(ct it kt mc mi miidx t #10256570) Rows(cn ct it mc mi miidx t #6722560) Rows(cn ct it kt mc miidx t #87293) Rows(cn ct it kt mc mi miidx t #4316584)  */ explain (format json) SELECT COUNT(*) FROM (((movie_companies as mc CROSS JOIN company_type as ct) CROSS JOIN ((kind_type as kt CROSS JOIN title as t) CROSS JOIN (info_type as it CROSS JOIN movie_info_idx as miidx))) CROSS JOIN company_name as cn) CROSS JOIN movie_info as mi WHERE  cn.country_code = '[us]' AND  ct.kind = 'production companies' AND  it.info = 'rating' AND  kt.kind = 'movie' AND mc.company_id = cn.id AND mc.company_type_id = ct.id AND mc.movie_id = miidx.movie_id AND mi.movie_id = mc.movie_id AND mi.movie_id = miidx.movie_id AND mi.movie_id = t.id AND miidx.info_type_id = it.id AND t.id = mc.movie_id AND t.id = miidx.movie_id AND t.kind_id = kt.id,364596.39
100.pkl,Leading((((k mk) t) ci)),"/*+ Rows(k #8) Rows(mk #4523930) Rows(t #1381453) Rows(ci #36244344) Rows(k mk #35548) Rows(mk t #1970380) Rows(ci mk #215765477) Rows(ci t #21334720) Rows(k mk t #14165) Rows(ci k mk #1564305) Rows(ci mk t #114182642) Rows(ci k mk t #785477)  */ explain (format json) SELECT COUNT(*) FROM ((keyword as k CROSS JOIN movie_keyword as mk) CROSS JOIN title as t) CROSS JOIN cast_info as ci WHERE  k.keyword IN ('superhero', 'sequel', 'second-part', 'marvel-comics', 'based-on-comic', 'tv-special', 'fight', 'violence') AND  t.production_year > 2000 AND k.id = mk.keyword_id AND mk.movie_id = ci.movie_id AND mk.movie_id = t.id AND t.id = ci.movie_id",58372.14
44.pkl,Leading((((((cc cct1) (k mk)) t) kt) ci)),"/*+ Rows(kt #1) Rows(t #1381453) Rows(mk #4523930) Rows(ci #36244344) Rows(cc #135086) Rows(k #8) Rows(cct1 #1) Rows(kt t #274015) Rows(mk t #1970380) Rows(ci t #21334720) Rows(cc t #38722) Rows(ci mk #215765477) Rows(cc mk #2171367) Rows(k mk #35548) Rows(cc ci #5212164) Rows(cc cct1 #85941) Rows(kt mk t #1053171) Rows(ci kt t #4911717) Rows(cc kt t #6234) Rows(ci mk t #114182642) Rows(cc mk t #468474) Rows(k mk t #14165) Rows(cc ci t #1702654) Rows(cc cct1 t #23557) Rows(cc ci mk #157283028) Rows(ci k mk #1564305) Rows(cc k mk #12810) Rows(cc cct1 mk #1436647) Rows(cc cct1 ci #3409569) Rows(ci kt mk t #84217062) Rows(cc kt mk t #355758) Rows(k kt mk t #6043) Rows(cc ci kt t #487001) Rows(cc cct1 kt t #4696) Rows(cc ci mk t #56194507) Rows(ci k mk t #785477) Rows(cc k mk t #2369) Rows(cc cct1 mk t #365390) Rows(cc cct1 ci t #1113925) Rows(cc ci k mk #913582) Rows(cc cct1 ci mk #109052152) Rows(cc cct1 k mk #8765) Rows(cc ci kt mk t #49917740) Rows(ci k kt mk t #490203) Rows(cc k kt mk t #1715) Rows(cc cct1 kt mk t #294672) Rows(cc cct1 ci kt t #395336) Rows(cc ci k mk t #291956) Rows(cc cct1 ci mk t #45206995) Rows(cc cct1 k mk t #1872) Rows(cc cct1 ci k mk #655591) Rows(cc ci k kt mk t #258102) Rows(cc cct1 ci kt mk t #41145539) Rows(cc cct1 k kt mk t #1472) Rows(cc cct1 ci k mk t #244871) Rows(cc cct1 ci k kt mk t #222518)  */ explain (format json) SELECT COUNT(*) FROM ((((complete_cast as cc CROSS JOIN comp_cast_type as cct1) CROSS JOIN (keyword as k CROSS JOIN movie_keyword as mk)) CROSS JOIN title as t) CROSS JOIN kind_type as kt) CROSS JOIN cast_info as ci WHERE  cct1.kind = 'cast' AND  k.keyword IN ('superhero', 'sequel', 'second-part', 'marvel-comics', 'based-on-comic', 'tv-special', 'fight', 'violence') AND  kt.kind = 'movie' AND  t.production_year > 2000 AND cc.subject_id = cct1.id AND ci.movie_id = cc.movie_id AND kt.id = t.kind_id AND mk.keyword_id = k.id AND mk.movie_id = cc.movie_id AND mk.movie_id = ci.movie_id AND t.id = cc.movie_id AND t.id = ci.movie_id AND t.id = mk.movie_id",25518.6
2.pkl,Leading(((((mc cn) t) ct) ci)),/*+ Rows(t #391666) Rows(mc #2609129) Rows(ci #1435439) Rows(cn #1361) Rows(ct #4) Rows(mc t #294635) Rows(ci t #263043) Rows(ci mc #2743255) Rows(cn mc #8790) Rows(ct mc #2609129) Rows(ci mc t #389151) Rows(cn mc t #1259) Rows(ct mc t #294635) Rows(ci cn mc #14215) Rows(ci ct mc #2743255) Rows(cn ct mc #8790) Rows(ci cn mc t #2614) Rows(ci ct mc t #389151) Rows(cn ct mc t #1259) Rows(ci cn ct mc #14215) Rows(ci cn ct mc t #2614)  */ explain (format json) SELECT COUNT(*) FROM (((movie_companies as mc CROSS JOIN company_name as cn) CROSS JOIN title as t) CROSS JOIN company_type as ct) CROSS JOIN cast_info as ci WHERE  ci.note LIKE '%(producer)%' AND  cn.country_code = '[ru]' AND  t.production_year > 2010 AND mc.company_id = cn.id AND mc.company_type_id = ct.id AND mc.movie_id = ci.movie_id AND t.id = ci.movie_id AND t.id = mc.movie_id,67663.58
