qname,join_order,exec_sql,cost
49.pkl,Leading(((((((((k mk) t) kt) mi) mc) cn) ct) mi_idx)),"/*+ Rows(kt #2) Rows(t #662065) Rows(mi #669336) Rows(mk #4523930) Rows(mi_idx #1171904) Rows(mc #303271) Rows(k #3) Rows(ct #4) Rows(cn #126230) Rows(kt t #594504) Rows(mi t #167540) Rows(mk t #684042) Rows(mi_idx t #209698) Rows(mc t #29178) Rows(mi mk #3898410) Rows(mi mi_idx #620108) Rows(mc mi #220217) Rows(mi_idx mk #8823239) Rows(mc mk #9292367) Rows(k mk #37091) Rows(mc mi_idx #525073) Rows(ct mc #303271) Rows(cn mc #248388) Rows(kt mi t #122395) Rows(kt mk t #556508) Rows(kt mi_idx t #164502) Rows(kt mc t #19509) Rows(mi mk t #442187) Rows(mi mi_idx t #99794) Rows(mc mi t #15648) Rows(mi_idx mk t #1105436) Rows(mc mk t #631838) Rows(k mk t #5606) Rows(mc mi_idx t #40101) Rows(ct mc t #29178) Rows(cn mc t #22677) Rows(mi mi_idx mk #8403703) Rows(mc mi mk #12779528) Rows(k mi mk #32952) Rows(mc mi mi_idx #438229) Rows(ct mc mi #220217) Rows(cn mc mi #173145) Rows(mc mi_idx mk #22532569) Rows(k mi_idx mk #85012) Rows(k mc mk #86022) Rows(ct mc mk #9292367) Rows(cn mc mk #8663531) Rows(ct mc mi_idx #525073) Rows(cn mc mi_idx #457523) Rows(cn ct mc #248388) Rows(kt mi mk t #345817) Rows(kt mi mi_idx t #70129) Rows(kt mc mi t #9739) Rows(kt mi_idx mk t #951997) Rows(kt mc mk t #588695) Rows(k kt mk t #4832) Rows(kt mc mi_idx t #30220) Rows(ct kt mc t #19509) Rows(cn kt mc t #16443) Rows(mi mi_idx mk t #772655) Rows(mc mi mk t #601262) Rows(k mi mk t #3787) Rows(mc mi mi_idx t #25611) Rows(ct mc mi t #15648) Rows(cn mc mi t #10825) Rows(mc mi_idx mk t #1562704) Rows(k mi_idx mk t #10174) Rows(k mc mk t #5186) Rows(ct mc mk t #631838) Rows(cn mc mk t #568745) Rows(ct mc mi_idx t #40101) Rows(cn mc mi_idx t #34217) Rows(cn ct mc t #22677) Rows(mc mi mi_idx mk #30872561) Rows(k mi mi_idx mk #78865) Rows(k mc mi mk #119379) Rows(ct mc mi mk #12779528) Rows(cn mc mi mk #12074611) Rows(ct mc mi mi_idx #438229) Rows(cn mc mi mi_idx #378433) Rows(cn ct mc mi #173145) Rows(k mc mi_idx mk #215078) Rows(ct mc mi_idx mk #22532569) Rows(cn mc mi_idx mk #21129152) Rows(ct k mc mk #86022) Rows(cn k mc mk #80023) Rows(cn ct mc mk #8663531) Rows(cn ct mc mi_idx #457523) Rows(kt mi mi_idx mk t #656428) Rows(kt mc mi mk t #570769) Rows(k kt mi mk t #3204) Rows(kt mc mi mi_idx t #20357) Rows(ct kt mc mi t #9739) Rows(cn kt mc mi t #8054) Rows(kt mc mi_idx mk t #1486635) Rows(k kt mi_idx mk t #8699) Rows(k kt mc mk t #4808) Rows(ct kt mc mk t #588695) Rows(cn kt mc mk t #541688) Rows(ct kt mc mi_idx t #30220) Rows(cn kt mc mi_idx t #26790) Rows(cn ct kt mc t #16443) Rows(mc mi mi_idx mk t #1515073) Rows(k mi mi_idx mk t #7354) Rows(k mc mi mk t #5117) Rows(ct mc mi mk t #601262) Rows(cn mc mi mk t #548807) Rows(ct mc mi mi_idx t #25611) Rows(cn mc mi mi_idx t #20979) Rows(cn ct mc mi t #10825) Rows(k mc mi_idx mk t #13397) Rows(ct mc mi_idx mk t #1562704) Rows(cn mc mi_idx mk t #1420130) Rows(ct k mc mk t #5186) Rows(cn k mc mk t #4569) Rows(cn ct mc mk t #568745) Rows(cn ct mc mi_idx t #34217) Rows(k mc mi mi_idx mk #294591) Rows(ct mc mi mi_idx mk #30872561) Rows(cn mc mi mi_idx mk #29290219) Rows(ct k mc mi mk #119379) Rows(cn k mc mi mk #112867) Rows(cn ct mc mi mk #12074611) Rows(cn ct mc mi mi_idx #378433) Rows(ct k mc mi_idx mk #215078) Rows(cn k mc mi_idx mk #199517) Rows(cn ct mc mi_idx mk #21129152) Rows(cn ct k mc mk #80023) Rows(kt mc mi mi_idx mk t #1461224) Rows(k kt mi mi_idx mk t #6192) Rows(k kt mc mi mk t #4816) Rows(ct kt mc mi mk t #570769) Rows(cn kt mc mi mk t #532575) Rows(ct kt mc mi mi_idx t #20357) Rows(cn kt mc mi mi_idx t #17715) Rows(cn ct kt mc mi t #8054) Rows(k kt mc mi_idx mk t #12481) Rows(ct kt mc mi_idx mk t #1486635) Rows(cn kt mc mi_idx mk t #1364376) Rows(ct k kt mc mk t #4808) Rows(cn k kt mc mk t #4302) Rows(cn ct kt mc mk t #541688) Rows(cn ct kt mc mi_idx t #26790) Rows(k mc mi mi_idx mk t #13551) Rows(ct mc mi mi_idx mk t #1515073) Rows(cn mc mi mi_idx mk t #1396800) Rows(ct k mc mi mk t #5117) Rows(cn k mc mi mk t #4593) Rows(cn ct mc mi mk t #548807) Rows(cn ct mc mi mi_idx t #20979) Rows(ct k mc mi_idx mk t #13397) Rows(cn k mc mi_idx mk t #11774) Rows(cn ct mc mi_idx mk t #1420130) Rows(cn ct k mc mk t #4569) Rows(ct k mc mi mi_idx mk #294591) Rows(cn k mc mi mi_idx mk #277914) Rows(cn ct mc mi mi_idx mk #29290219) Rows(cn ct k mc mi mk #112867) Rows(cn ct k mc mi_idx mk #199517) Rows(k kt mc mi mi_idx mk t #12794) Rows(ct kt mc mi mi_idx mk t #1461224) Rows(cn kt mc mi mi_idx mk t #1359071) Rows(ct k kt mc mi mk t #4816) Rows(cn k kt mc mi mk t #4374) Rows(cn ct kt mc mi mk t #532575) Rows(cn ct kt mc mi mi_idx t #17715) Rows(ct k kt mc mi_idx mk t #12481) Rows(cn k kt mc mi_idx mk t #11112) Rows(cn ct kt mc mi_idx mk t #1364376) Rows(cn ct k kt mc mk t #4302) Rows(ct k mc mi mi_idx mk t #13551) Rows(cn k mc mi mi_idx mk t #12161) Rows(cn ct mc mi mi_idx mk t #1396800) Rows(cn ct k mc mi mk t #4593) Rows(cn ct k mc mi_idx mk t #11774) Rows(cn ct k mc mi mi_idx mk #277914) Rows(ct k kt mc mi mi_idx mk t #12794) Rows(cn k kt mc mi mi_idx mk t #11574) Rows(cn ct kt mc mi mi_idx mk t #1359071) Rows(cn ct k kt mc mi mk t #4374) Rows(cn ct k kt mc mi_idx mk t #11112) Rows(cn ct k mc mi mi_idx mk t #12161) Rows(cn ct k kt mc mi mi_idx mk t #11574)  */ explain (format json) SELECT COUNT(*) FROM (((((((keyword as k CROSS JOIN movie_keyword as mk) CROSS JOIN title as t) CROSS JOIN kind_type as kt) CROSS JOIN movie_info as mi) CROSS JOIN movie_companies as mc) CROSS JOIN company_name as cn) CROSS JOIN company_type as ct) CROSS JOIN movie_info_idx as mi_idx WHERE  cn.country_code != '[us]' AND  k.keyword IN ('murder', 'murder-in-title', 'blood', 'violence') AND  kt.kind IN ('movie', 'episode') AND  mc.note LIKE '%(200%)%' AND  mc.note NOT LIKE '%(USA)%' AND  mi.info IN ('Germany', 'German', 'USA', 'American') AND  mi_idx.info < '7.0' AND  t.production_year > 2008 AND kt.id = t.kind_id AND mc.company_id = cn.id AND mc.company_type_id = ct.id AND mi.movie_id = mc.movie_id AND mi.movie_id = mi_idx.movie_id AND mi.movie_id = mk.movie_id AND mi_idx.movie_id = mc.movie_id AND mk.keyword_id = k.id AND mk.movie_id = mc.movie_id AND mk.movie_id = mi_idx.movie_id AND t.id = mc.movie_id AND t.id = mi.movie_id AND t.id = mi_idx.movie_id AND t.id = mk.movie_id",39881.68
83.pkl,Leading(((((k mk) t1) ml) lt)),"/*+ Rows(mk #4523930) Rows(k #1) Rows(t1 #2528312) Rows(ml #29997) Rows(lt #18) Rows(k mk #1) Rows(mk t1 #4523930) Rows(ml t1 #29997) Rows(lt ml #29997) Rows(k mk t1 #1) Rows(mk ml t1 #288192) Rows(lt ml t1 #29997) Rows(k mk ml t1 #1) Rows(lt mk ml t1 #288192) Rows(k lt mk ml t1 #1)  */ explain (format json) SELECT COUNT(*) FROM (((keyword as k CROSS JOIN movie_keyword as mk) CROSS JOIN title as t1) CROSS JOIN movie_link as ml) CROSS JOIN link_type as lt WHERE  k.keyword = '10,000-mile-club' AND mk.keyword_id = k.id AND mk.movie_id = t1.id AND ml.link_type_id = lt.id AND t1.id = ml.movie_id",3749.37
90.pkl,Leading((((k mk) t) mi)),"/*+ Rows(t #1749032) Rows(mi #706674) Rows(mk #4523930) Rows(k #30) Rows(mi t #476405) Rows(mk t #2742670) Rows(mi mk #4060930) Rows(k mk #12951) Rows(mi mk t #2265182) Rows(k mk t #7874) Rows(k mi mk #12163) Rows(k mi mk t #7250)  */ explain (format json) SELECT COUNT(*) FROM ((keyword as k CROSS JOIN movie_keyword as mk) CROSS JOIN title as t) CROSS JOIN movie_info as mi WHERE  k.keyword LIKE '%sequel%' AND  mi.info IN ('Sweden', 'Norway', 'Germany', 'Denmark', 'Swedish', 'Denish', 'Norwegian', 'German', 'USA', 'American') AND  t.production_year > 1990 AND mi.movie_id = mk.movie_id AND mk.keyword_id = k.id AND t.id = mi.movie_id AND t.id = mk.movie_id",37256.91
61.pkl,Leading(((((((cc cct1) (k mk)) t) kt) mi_idx) ci)),"/*+ Rows(kt #1) Rows(t #1381453) Rows(mk #4523930) Rows(ci #36244344) Rows(cc #135086) Rows(mi_idx #193895) Rows(k #10) Rows(cct1 #1) Rows(kt t #274015) Rows(mk t #1970380) Rows(ci t #21334720) Rows(cc t #38722) Rows(mi_idx t #99749) Rows(ci mk #215765477) Rows(cc mk #2171367) Rows(mi_idx mk #1479312) Rows(k mk #24091) Rows(cc ci #5212164) Rows(ci mi_idx #6265431) Rows(cc mi_idx #43850) Rows(cc cct1 #85941) Rows(kt mk t #1053171) Rows(ci kt t #4911717) Rows(cc kt t #6234) Rows(kt mi_idx t #27262) Rows(ci mk t #114182642) Rows(cc mk t #468474) Rows(mi_idx mk t #657749) Rows(k mk t #10613) Rows(cc ci t #1702654) Rows(ci mi_idx t #3615786) Rows(cc mi_idx t #12970) Rows(cc cct1 t #23557) Rows(cc ci mk #157283028) Rows(ci mi_idx mk #92348344) Rows(ci k mk #1176263) Rows(cc mi_idx mk #992789) Rows(cc k mk #9392) Rows(cc cct1 mk #1436647) Rows(k mi_idx mk #6621) Rows(cc ci mi_idx #1976897) Rows(cc cct1 ci #3409569) Rows(cc cct1 mi_idx #26915) Rows(ci kt mk t #84217062) Rows(cc kt mk t #355758) Rows(kt mi_idx mk t #333662) Rows(k kt mk t #5032) Rows(cc ci kt t #487001) Rows(ci kt mi_idx t #808870) Rows(cc kt mi_idx t #1619) Rows(cc cct1 kt t #4696) Rows(cc ci mk t #56194507) Rows(ci mi_idx mk t #50983082) Rows(ci k mk t #630025) Rows(cc mi_idx mk t #231179) Rows(cc k mk t #2052) Rows(cc cct1 mk t #365390) Rows(k mi_idx mk t #3035) Rows(cc ci mi_idx t #752382) Rows(cc cct1 ci t #1113925) Rows(cc cct1 mi_idx t #8037) Rows(cc ci mi_idx mk #79144381) Rows(cc ci k mk #704280) Rows(cc cct1 ci mk #109052152) Rows(ci k mi_idx mk #422988) Rows(cc k mi_idx mk #3529) Rows(cc cct1 mi_idx mk #621414) Rows(cc cct1 k mk #6396) Rows(cc cct1 ci mi_idx #1236656) Rows(cc ci kt mk t #49917740) Rows(ci kt mi_idx mk t #34205461) Rows(ci k kt mk t #406258) Rows(cc kt mi_idx mk t #154330) Rows(cc k kt mk t #1485) Rows(cc cct1 kt mk t #294672) Rows(k kt mi_idx mk t #1484) Rows(cc ci kt mi_idx t #172097) Rows(cc cct1 ci kt t #395336) Rows(cc cct1 kt mi_idx t #1253) Rows(cc ci mi_idx mk t #29003232) Rows(cc ci k mk t #248924) Rows(cc cct1 ci mk t #45206995) Rows(ci k mi_idx mk t #245366) Rows(cc k mi_idx mk t #883) Rows(cc cct1 mi_idx mk t #171796) Rows(cc cct1 k mk t #1595) Rows(cc cct1 ci mi_idx t #481079) Rows(cc ci k mi_idx mk #307160) Rows(cc cct1 ci mi_idx mk #51521585) Rows(cc cct1 ci k mk #505830) Rows(cc cct1 k mi_idx mk #2295) Rows(cc ci kt mi_idx mk t #24234132) Rows(cc ci k kt mk t #220880) Rows(cc cct1 ci kt mk t #41145539) Rows(ci k kt mi_idx mk t #158339) Rows(cc k kt mi_idx mk t #615) Rows(cc cct1 kt mi_idx mk t #123465) Rows(cc cct1 k kt mk t #1267) Rows(cc cct1 ci kt mi_idx t #135929) Rows(cc ci k mi_idx mk t #121522) Rows(cc cct1 ci mi_idx mk t #22060938) Rows(cc cct1 ci k mk t #207277) Rows(cc cct1 k mi_idx mk t #659) Rows(cc cct1 ci k mi_idx mk #208626) Rows(cc ci k kt mi_idx mk t #106895) Rows(cc cct1 ci kt mi_idx mk t #19052072) Rows(cc cct1 ci k kt mk t #189844) Rows(cc cct1 k kt mi_idx mk t #507) Rows(cc cct1 ci k mi_idx mk t #96026) Rows(cc cct1 ci k kt mi_idx mk t #87325)  */ explain (format json) SELECT COUNT(*) FROM (((((complete_cast as cc CROSS JOIN comp_cast_type as cct1) CROSS JOIN (keyword as k CROSS JOIN movie_keyword as mk)) CROSS JOIN title as t) CROSS JOIN kind_type as kt) CROSS JOIN movie_info_idx as mi_idx) CROSS JOIN cast_info as ci WHERE  cct1.kind = 'cast' AND  k.keyword IN ('superhero', 'marvel-comics', 'based-on-comic', 'tv-special', 'fight', 'violence', 'magnet', 'web', 'claw', 'laser') AND  kt.kind = 'movie' AND  mi_idx.info > '7.0' AND  t.production_year > 2000 AND cc.movie_id = mi_idx.movie_id AND cc.subject_id = cct1.id AND ci.movie_id = cc.movie_id AND ci.movie_id = mi_idx.movie_id AND kt.id = t.kind_id AND mk.keyword_id = k.id AND mk.movie_id = cc.movie_id AND mk.movie_id = ci.movie_id AND mk.movie_id = mi_idx.movie_id AND t.id = cc.movie_id AND t.id = ci.movie_id AND t.id = mi_idx.movie_id AND t.id = mk.movie_id",25396.36
43.pkl,Leading((((((cc cct1) (k mk)) t) kt) ci)),"/*+ Rows(kt #1) Rows(t #2287271) Rows(mk #4523930) Rows(ci #36244344) Rows(cc #135086) Rows(k #8) Rows(cct1 #1) Rows(kt t #492483) Rows(mk t #3961736) Rows(ci t #34299027) Rows(cc t #114624) Rows(ci mk #215765477) Rows(cc mk #2171367) Rows(k mk #35548) Rows(cc ci #5212164) Rows(cc cct1 #85941) Rows(kt mk t #2343162) Rows(ci kt t #8852321) Rows(cc kt t #41167) Rows(ci mk t #197873271) Rows(cc mk t #1686708) Rows(k mk t #31607) Rows(cc ci t #4528903) Rows(cc cct1 t #73560) Rows(cc ci mk #157283028) Rows(ci k mk #1564305) Rows(cc k mk #12810) Rows(cc cct1 mk #1436647) Rows(cc cct1 ci #3409569) Rows(ci kt mk t #151179813) Rows(cc kt mk t #1397045) Rows(k kt mk t #15994) Rows(cc ci kt t #2150293) Rows(cc cct1 kt t #28583) Rows(cc ci mk t #134532994) Rows(ci k mk t #1475526) Rows(cc k mk t #10330) Rows(cc cct1 mk t #1168462) Rows(cc cct1 ci t #2995737) Rows(cc ci k mk #913582) Rows(cc cct1 ci mk #109052152) Rows(cc cct1 k mk #8765) Rows(cc ci kt mk t #121878634) Rows(ci k kt mk t #985102) Rows(cc k kt mk t #8371) Rows(cc cct1 kt mk t #978322) Rows(cc cct1 ci kt t #1535822) Rows(cc ci k mk t #803419) Rows(cc cct1 ci mk t #96454034) Rows(cc cct1 k mk t #7363) Rows(cc cct1 ci k mk #655591) Rows(cc ci k kt mk t #717260) Rows(cc cct1 ci kt mk t #87986607) Rows(cc cct1 k kt mk t #6016) Rows(cc cct1 ci k mk t #593938) Rows(cc cct1 ci k kt mk t #532809)  */ explain (format json) SELECT COUNT(*) FROM ((((complete_cast as cc CROSS JOIN comp_cast_type as cct1) CROSS JOIN (keyword as k CROSS JOIN movie_keyword as mk)) CROSS JOIN title as t) CROSS JOIN kind_type as kt) CROSS JOIN cast_info as ci WHERE  cct1.kind = 'cast' AND  k.keyword IN ('superhero', 'sequel', 'second-part', 'marvel-comics', 'based-on-comic', 'tv-special', 'fight', 'violence') AND  kt.kind = 'movie' AND  t.production_year > 1950 AND cc.subject_id = cct1.id AND ci.movie_id = cc.movie_id AND kt.id = t.kind_id AND mk.keyword_id = k.id AND mk.movie_id = cc.movie_id AND mk.movie_id = ci.movie_id AND t.id = cc.movie_id AND t.id = ci.movie_id AND t.id = mk.movie_id",35349.02
95.pkl,Leading((((ct mc) t) mi)),"/*+ Rows(t #391666) Rows(mi #552777) Rows(mc #1418) Rows(ct #1) Rows(mi t #82354) Rows(mc t #1) Rows(mc mi #1768) Rows(ct mc #1) Rows(mc mi t #1) Rows(ct mc t #1) Rows(ct mc mi #1) Rows(ct mc mi t #1)  */ explain (format json) SELECT COUNT(*) FROM ((company_type as ct CROSS JOIN movie_companies as mc) CROSS JOIN title as t) CROSS JOIN movie_info as mi WHERE  ct.kind = 'production companies' AND  mc.note LIKE '%(1994)%' AND  mc.note LIKE '%(USA)%' AND  mc.note LIKE '%(VHS)%' AND  mi.info IN ('USA', 'America') AND  t.production_year > 2010 AND mc.company_type_id = ct.id AND mi.movie_id = mc.movie_id AND t.id = mc.movie_id AND t.id = mi.movie_id",56361.66
34.pkl,Leading((((mi ci) t) mi_idx)),"/*+ Rows(t #2528312) Rows(mi #188971) Rows(mi_idx #1380035) Rows(ci #1244716) Rows(mi t #188971) Rows(mi_idx t #1380035) Rows(ci t #1244716) Rows(mi mi_idx #315079) Rows(ci mi #95066) Rows(ci mi_idx #1000868) Rows(mi mi_idx t #315079) Rows(ci mi t #95066) Rows(ci mi_idx t #1000868) Rows(ci mi mi_idx #168225) Rows(ci mi mi_idx t #168225)  */ explain (format json) SELECT COUNT(*) FROM ((movie_info as mi CROSS JOIN cast_info as ci) CROSS JOIN title as t) CROSS JOIN movie_info_idx as mi_idx WHERE  ci.note IN ('(writer)', '(head writer)', '(written by)', '(story)', '(story editor)') AND  mi.info IN ('Horror', 'Action', 'Sci-Fi', 'Thriller', 'Crime', 'War') AND mi.movie_id = ci.movie_id AND mi.movie_id = mi_idx.movie_id AND mi_idx.movie_id = ci.movie_id AND t.id = ci.movie_id AND t.id = mi.movie_id AND t.id = mi_idx.movie_id",1409964.65
89.pkl,Leading((((k mk) t) mi)),/*+ Rows(t #391666) Rows(mi #2287) Rows(mk #4523930) Rows(k #30) Rows(mi t #227) Rows(mk t #299534) Rows(mi mk #7574) Rows(k mk #12951) Rows(mi mk t #920) Rows(k mk t #405) Rows(k mi mk #21) Rows(k mi mk t #5)  */ explain (format json) SELECT COUNT(*) FROM ((keyword as k CROSS JOIN movie_keyword as mk) CROSS JOIN title as t) CROSS JOIN movie_info as mi WHERE  k.keyword LIKE '%sequel%' AND  mi.info IN ('Bulgaria') AND  t.production_year > 2010 AND mi.movie_id = mk.movie_id AND mk.keyword_id = k.id AND t.id = mi.movie_id AND t.id = mk.movie_id,23144.66
110.pkl,Leading(((t (mc cn)) ci)),"/*+ Rows(ci #867477) Rows(t #1107888) Rows(mc #1337140) Rows(cn #84843) Rows(ci t #357789) Rows(ci mc #931941) Rows(mc t #493554) Rows(cn mc #606835) Rows(ci mc t #421583) Rows(ci cn mc #364384) Rows(cn mc t #170765) Rows(ci cn mc t #140443)  */ explain (format json) SELECT COUNT(*) FROM (title as t CROSS JOIN (movie_companies as mc CROSS JOIN company_name as cn)) CROSS JOIN cast_info as ci WHERE  ci.note IN ('(voice)', '(voice: Japanese version)', '(voice) (uncredited)', '(voice: English version)') AND  cn.country_code = '[us]' AND  mc.note IS NOT NULL AND  t.production_year BETWEEN 2005 AND 2015 AND ci.movie_id = mc.movie_id AND ci.movie_id = t.id AND mc.company_id = cn.id AND t.id = mc.movie_id",595091.83
78.pkl,Leading((((((((k mk) cc) t) mi) ci) cct1) mi_idx)),"/*+ Rows(t #1381453) Rows(mi #73047) Rows(mi_idx #1380035) Rows(ci #1244716) Rows(mk #4523930) Rows(cc #135086) Rows(k #7) Rows(cct1 #2) Rows(mi t #49247) Rows(mi_idx t #664016) Rows(ci t #710278) Rows(mk t #1970380) Rows(cc t #38722) Rows(mi mi_idx #119694) Rows(ci mi #40193) Rows(mi mk #1017014) Rows(cc mi #13659) Rows(ci mi_idx #1000868) Rows(mi_idx mk #10424626) Rows(cc mi_idx #286599) Rows(ci mk #2619220) Rows(cc ci #116781) Rows(cc mk #2171367) Rows(k mk #76714) Rows(cc cct1 #135086) Rows(mi mi_idx t #65824) Rows(ci mi t #28595) Rows(mi mk t #449577) Rows(cc mi t #2286) Rows(ci mi_idx t #488143) Rows(mi_idx mk t #4221219) Rows(cc mi_idx t #59537) Rows(ci mk t #1226073) Rows(cc ci t #45532) Rows(cc mk t #468474) Rows(k mk t #32779) Rows(cc cct1 t #38722) Rows(ci mi mi_idx #67015) Rows(mi mi_idx mk #2936949) Rows(cc mi mi_idx #40406) Rows(ci mi mk #695376) Rows(cc ci mi #9176) Rows(cc mi mk #736577) Rows(k mi mk #35720) Rows(cc cct1 mi #13659) Rows(ci mi_idx mk #6806711) Rows(cc ci mi_idx #239208) Rows(cc mi_idx mk #6413155) Rows(k mi_idx mk #191689) Rows(cc cct1 mi_idx #286599) Rows(cc ci mk #1516871) Rows(ci k mk #43178) Rows(cc cct1 ci #116781) Rows(cc k mk #36010) Rows(cc cct1 mk #2171367) Rows(ci mi mi_idx t #36362) Rows(mi mi_idx mk t #1247351) Rows(cc mi mi_idx t #6346) Rows(ci mi mk t #322868) Rows(cc ci mi t #1872) Rows(cc mi mk t #158216) Rows(k mi mk t #16404) Rows(cc cct1 mi t #2286) Rows(ci mi_idx mk t #3064912) Rows(cc ci mi_idx t #73165) Rows(cc mi_idx mk t #1348696) Rows(k mi_idx mk t #74874) Rows(cc cct1 mi_idx t #59537) Rows(cc ci mk t #446929) Rows(ci k mk t #18967) Rows(cc cct1 ci t #45532) Rows(cc k mk t #7185) Rows(cc cct1 mk t #468474) Rows(ci mi mi_idx mk #2031870) Rows(cc ci mi mi_idx #27072) Rows(cc mi mi_idx mk #2242490) Rows(k mi mi_idx mk #100334) Rows(cc cct1 mi mi_idx #40406) Rows(cc ci mi mk #525429) Rows(ci k mi mk #23628) Rows(cc cct1 ci mi #9176) Rows(cc k mi mk #20029) Rows(cc cct1 mi mk #736577) Rows(cc ci mi_idx mk #4477615) Rows(ci k mi_idx mk #117383) Rows(cc cct1 ci mi_idx #239208) Rows(cc k mi_idx mk #107001) Rows(cc cct1 mi_idx mk #6413155) Rows(cc ci k mk #24919) Rows(cc cct1 ci mk #1516871) Rows(cc cct1 k mk #36010) Rows(ci mi mi_idx mk t #914825) Rows(cc ci mi mi_idx t #5213) Rows(cc mi mi_idx mk t #477764) Rows(k mi mi_idx mk t #43312) Rows(cc cct1 mi mi_idx t #6346) Rows(cc ci mi mk t #141360) Rows(ci k mi mk t #10718) Rows(cc cct1 ci mi t #1872) Rows(cc k mi mk t #4057) Rows(cc cct1 mi mk t #158216) Rows(cc ci mi_idx mk t #1285111) Rows(ci k mi_idx mk t #49059) Rows(cc cct1 ci mi_idx t #73165) Rows(cc k mi_idx mk t #21029) Rows(cc cct1 mi_idx mk t #1348696) Rows(cc ci k mk t #6507) Rows(cc cct1 ci mk t #446929) Rows(cc cct1 k mk t #7185) Rows(cc ci mi mi_idx mk #1589659) Rows(ci k mi mi_idx mk #67635) Rows(cc cct1 ci mi mi_idx #27072) Rows(cc k mi mi_idx mk #60514) Rows(cc cct1 mi mi_idx mk #2242490) Rows(cc ci k mi mk #15155) Rows(cc cct1 ci mi mk #525429) Rows(cc cct1 k mi mk #20029) Rows(cc ci k mi_idx mk #73952) Rows(cc cct1 ci mi_idx mk #4477615) Rows(cc cct1 k mi_idx mk #107001) Rows(cc cct1 ci k mk #24919) Rows(cc ci mi mi_idx mk t #425583) Rows(ci k mi mi_idx mk t #29126) Rows(cc cct1 ci mi mi_idx t #5213) Rows(cc k mi mi_idx mk t #12047) Rows(cc cct1 mi mi_idx mk t #477764) Rows(cc ci k mi mk t #3534) Rows(cc cct1 ci mi mk t #141360) Rows(cc cct1 k mi mk t #4057) Rows(cc ci k mi_idx mk t #18999) Rows(cc cct1 ci mi_idx mk t #1285111) Rows(cc cct1 k mi_idx mk t #21029) Rows(cc cct1 ci k mk t #6507) Rows(cc ci k mi mi_idx mk #45625) Rows(cc cct1 ci mi mi_idx mk #1589659) Rows(cc cct1 k mi mi_idx mk #60514) Rows(cc cct1 ci k mi mk #15155) Rows(cc cct1 ci k mi_idx mk #73952) Rows(cc ci k mi mi_idx mk t #10488) Rows(cc cct1 ci mi mi_idx mk t #425583) Rows(cc cct1 k mi mi_idx mk t #12047) Rows(cc cct1 ci k mi mk t #3534) Rows(cc cct1 ci k mi_idx mk t #18999) Rows(cc cct1 ci k mi mi_idx mk #45625) Rows(cc cct1 ci k mi mi_idx mk t #10488)  */ explain (format json) SELECT COUNT(*) FROM ((((((keyword as k CROSS JOIN movie_keyword as mk) CROSS JOIN complete_cast as cc) CROSS JOIN title as t) CROSS JOIN movie_info as mi) CROSS JOIN cast_info as ci) CROSS JOIN comp_cast_type as cct1) CROSS JOIN movie_info_idx as mi_idx WHERE  cct1.kind IN ('cast', 'crew') AND  ci.note IN ('(writer)', '(head writer)', '(written by)', '(story)', '(story editor)') AND  k.keyword IN ('murder', 'violence', 'blood', 'gore', 'death', 'female-nudity', 'hospital') AND  mi.info IN ('Horror', 'Thriller') AND  t.production_year > 2000 AND cc.subject_id = cct1.id AND ci.movie_id = cc.movie_id AND ci.movie_id = mk.movie_id AND mi.movie_id = cc.movie_id AND mi.movie_id = ci.movie_id AND mi.movie_id = mi_idx.movie_id AND mi.movie_id = mk.movie_id AND mi_idx.movie_id = cc.movie_id AND mi_idx.movie_id = ci.movie_id AND mi_idx.movie_id = mk.movie_id AND mk.keyword_id = k.id AND mk.movie_id = cc.movie_id AND t.id = cc.movie_id AND t.id = ci.movie_id AND t.id = mi.movie_id AND t.id = mi_idx.movie_id AND t.id = mk.movie_id",121050.13
105.pkl,Leading((ci t)),/*+ Rows(ci #36244344) Rows(t #1555597) Rows(ci t #23942001)  */ explain (format json) SELECT COUNT(*) FROM cast_info as ci CROSS JOIN title as t WHERE  t.production_year BETWEEN 1980 AND 2010 AND ci.movie_id = t.id,1468221.44
