qname,join_order,exec_sql,cost
19.pkl,Leading((ci (mk t))),/*+ Rows(t #1381453) Rows(mk #4523930) Rows(ci #36244344) Rows(mk t #1970380) Rows(ci t #21334720) Rows(ci mk t #114182642)  */ explain (format json) SELECT COUNT(*) FROM cast_info as ci CROSS JOIN (movie_keyword as mk CROSS JOIN title as t) WHERE  t.production_year>2000 AND t.id = ci.movie_id AND t.id = mk.movie_id,1929781.29
53.pkl,Leading((((mk t) mc) mi)),/*+ Rows(t #852805) Rows(mk #10544) Rows(mc #1334883) Rows(mi #14835720) Rows(mk t #5181) Rows(mc t #511921) Rows(mi t #5528038) Rows(mc mk t #7153) Rows(mi mk t #169531) Rows(mc mi t #7274879) Rows(mc mi mk t #333474)  */ explain (format json) SELECT COUNT(*) FROM ((movie_keyword as mk CROSS JOIN title as t) CROSS JOIN movie_companies as mc) CROSS JOIN movie_info as mi WHERE  mc.company_type_id=2 AND  mk.keyword_id=398 AND  t.production_year<2000 AND  t.production_year>1950 AND t.id = mc.movie_id AND t.id = mi.movie_id AND t.id = mk.movie_id,107463.38
43.pkl,Leading((mk (mi (mc t)))),/*+ Rows(t #1749032) Rows(mi #3036719) Rows(mk #4523930) Rows(mc #2609129) Rows(mi t #2220025) Rows(mk t #2742670) Rows(mc t #1508127) Rows(mi mk t #27653388) Rows(mc mi t #8193781) Rows(mc mk t #22579666) Rows(mc mi mk t #625302823)  */ explain (format json) SELECT COUNT(*) FROM movie_keyword as mk CROSS JOIN (movie_info as mi CROSS JOIN (movie_companies as mc CROSS JOIN title as t)) WHERE  mi.info_type_id=16 AND  t.production_year>1990 AND t.id = mc.movie_id AND t.id = mi.movie_id AND t.id = mk.movie_id,2687093.05
2.pkl,Leading(((mi_idx t) mc)),/*+ Rows(t #479551) Rows(mc #1334883) Rows(mi_idx #10) Rows(mc t #211875) Rows(mi_idx t #3) Rows(mc mi_idx t #9)  */ explain (format json) SELECT COUNT(*) FROM (movie_info_idx as mi_idx CROSS JOIN title as t) CROSS JOIN movie_companies as mc WHERE  mc.company_type_id=2 AND  mi_idx.info_type_id=113 AND  t.production_year<2010 AND  t.production_year>2005 AND t.id = mc.movie_id AND t.id = mi_idx.movie_id,1390.01
59.pkl,Leading(((((mc t) ci) mi) mk)),/*+ Rows(t #391666) Rows(mi #3036719) Rows(mc #99) Rows(ci #7451973) Rows(mk #4523930) Rows(mi t #436548) Rows(mc t #37) Rows(ci t #1127791) Rows(mk t #299534) Rows(mc mi t #430) Rows(ci mi t #1984439) Rows(mi mk t #2742272) Rows(ci mc t #86) Rows(mc mk t #449) Rows(ci mk t #2583747) Rows(ci mc mi t #2967) Rows(mc mi mk t #21091) Rows(ci mi mk t #50166855) Rows(ci mc mk t #3340) Rows(ci mc mi mk t #191935)  */ explain (format json) SELECT COUNT(*) FROM (((movie_companies as mc CROSS JOIN title as t) CROSS JOIN cast_info as ci) CROSS JOIN movie_info as mi) CROSS JOIN movie_keyword as mk WHERE  ci.role_id=2 AND  mc.company_id=22956 AND  mi.info_type_id=16 AND  t.production_year>2010 AND t.id = ci.movie_id AND t.id = mc.movie_id AND t.id = mi.movie_id AND t.id = mk.movie_id,8340.31
62.pkl,Leading((mk (ci ((mi_idx t) mi)))),/*+ Rows(t #391666) Rows(mi #1533909) Rows(mi_idx #459925) Rows(ci #36244344) Rows(mk #4523930) Rows(mi t #276630) Rows(mi_idx t #43838) Rows(ci t #5935230) Rows(mk t #299534) Rows(mi mi_idx t #46654) Rows(ci mi t #4308755) Rows(mi mk t #464073) Rows(ci mi_idx t #1490360) Rows(mi_idx mk t #179616) Rows(ci mk t #17278181) Rows(ci mi mi_idx t #1436245) Rows(mi mi_idx mk t #306625) Rows(ci mi mk t #35755063) Rows(ci mi_idx mk t #14791511) Rows(ci mi mi_idx mk t #32355583)  */ explain (format json) SELECT COUNT(*) FROM movie_keyword as mk CROSS JOIN (cast_info as ci CROSS JOIN ((movie_info_idx as mi_idx CROSS JOIN title as t) CROSS JOIN movie_info as mi)) WHERE  mi.info_type_id=3 AND  mi_idx.info_type_id=100 AND  t.production_year>2010 AND t.id = ci.movie_id AND t.id = mi.movie_id AND t.id = mi_idx.movie_id AND t.id = mk.movie_id,1274970.97
18.pkl,Leading(((mk t) ci)),/*+ Rows(t #1381453) Rows(mk #14) Rows(ci #36244344) Rows(mk t #11) Rows(ci t #21334720) Rows(ci mk t #1224)  */ explain (format json) SELECT COUNT(*) FROM (movie_keyword as mk CROSS JOIN title as t) CROSS JOIN cast_info as ci WHERE  mk.keyword_id=8200 AND  t.production_year>2000 AND t.id = ci.movie_id AND t.id = mk.movie_id,3010.28
13.pkl,Leading(((mc t) mi)),/*+ Rows(t #391666) Rows(mi #14835720) Rows(mc #1334883) Rows(mi t #1726523) Rows(mc t #176197) Rows(mc mi t #1931628)  */ explain (format json) SELECT COUNT(*) FROM (movie_companies as mc CROSS JOIN title as t) CROSS JOIN movie_info as mi WHERE  mc.company_type_id=2 AND  t.production_year>2010 AND t.id = mc.movie_id AND t.id = mi.movie_id,546102.27
1.pkl,Leading(((mi_idx t) mc)),/*+ Rows(t #2528312) Rows(mc #1334883) Rows(mi_idx #250) Rows(mc t #1334883) Rows(mi_idx t #250) Rows(mc mi_idx t #715)  */ explain (format json) SELECT COUNT(*) FROM (movie_info_idx as mi_idx CROSS JOIN title as t) CROSS JOIN movie_companies as mc WHERE  mc.company_type_id=2 AND  mi_idx.info_type_id=112 AND t.id = mc.movie_id AND t.id = mi_idx.movie_id,1539.14
69.pkl,Leading(((((mk t) ci) mi) mc)),/*+ Rows(t #273528) Rows(mi #3036719) Rows(mc #2609129) Rows(ci #7451973) Rows(mk #414) Rows(mi t #380792) Rows(mc t #253054) Rows(ci t #888285) Rows(mk t #100) Rows(mc mi t #1672786) Rows(ci mi t #2055206) Rows(mi mk t #1084) Rows(ci mc t #1571072) Rows(mc mk t #777) Rows(ci mk t #467) Rows(ci mc mi t #22138603) Rows(mc mi mk t #22926) Rows(ci mi mk t #11235) Rows(ci mc mk t #7143) Rows(ci mc mi mk t #268172)  */ explain (format json) SELECT COUNT(*) FROM (((movie_keyword as mk CROSS JOIN title as t) CROSS JOIN cast_info as ci) CROSS JOIN movie_info as mi) CROSS JOIN movie_companies as mc WHERE  ci.role_id=2 AND  mi.info_type_id=16 AND  mk.keyword_id=7084 AND  t.production_year<2005 AND  t.production_year>2000 AND t.id = ci.movie_id AND t.id = mc.movie_id AND t.id = mi.movie_id AND t.id = mk.movie_id,14788.92
46.pkl,Leading((ci ((mi_idx t) mi))),/*+ Rows(t #658550) Rows(mi #1533909) Rows(mi_idx #459925) Rows(ci #36244344) Rows(mi t #457047) Rows(mi_idx t #84173) Rows(ci t #10385830) Rows(mi mi_idx t #96377) Rows(ci mi t #7290341) Rows(ci mi_idx t #2840669) Rows(ci mi mi_idx t #2936093)  */ explain (format json) SELECT COUNT(*) FROM cast_info as ci CROSS JOIN ((movie_info_idx as mi_idx CROSS JOIN title as t) CROSS JOIN movie_info as mi) WHERE  mi.info_type_id=3 AND  mi_idx.info_type_id=101 AND  t.production_year<2014 AND  t.production_year>2008 AND t.id = ci.movie_id AND t.id = mi.movie_id AND t.id = mi_idx.movie_id,1385807.7
28.pkl,Leading((ci (mc t))),/*+ Rows(t #1012920) Rows(mc #2609129) Rows(ci #12670688) Rows(mc t #829639) Rows(ci t #4864041) Rows(ci mc t #8720023)  */ explain (format json) SELECT COUNT(*) FROM cast_info as ci CROSS JOIN (movie_companies as mc CROSS JOIN title as t) WHERE  ci.role_id=1 AND  t.production_year>2005 AND t.id = ci.movie_id AND t.id = mc.movie_id,848463.65
38.pkl,Leading((((mi_idx t) mi) mk)),/*+ Rows(t #98992) Rows(mi #1325361) Rows(mk #4523930) Rows(mi_idx #459925) Rows(mi t #108646) Rows(mk t #164339) Rows(mi_idx t #17526) Rows(mi mk t #209492) Rows(mi mi_idx t #20716) Rows(mi_idx mk t #110975) Rows(mi mi_idx mk t #150780)  */ explain (format json) SELECT COUNT(*) FROM ((movie_info_idx as mi_idx CROSS JOIN title as t) CROSS JOIN movie_info as mi) CROSS JOIN movie_keyword as mk WHERE  mi.info_type_id=8 AND  mi_idx.info_type_id=101 AND  t.kind_id=1 AND  t.production_year>2010 AND t.id = mi.movie_id AND t.id = mi_idx.movie_id AND t.id = mk.movie_id,182015.17
68.pkl,Leading(((((mk t) ci) mi) mc)),/*+ Rows(t #848084) Rows(mi #3036719) Rows(mc #2609129) Rows(ci #7451973) Rows(mk #414) Rows(mi t #1185103) Rows(mc t #760935) Rows(ci t #2832163) Rows(mk t #199) Rows(mc mi t #4733307) Rows(ci mi t #6395484) Rows(mi mk t #3456) Rows(ci mc t #4673376) Rows(mc mk t #2178) Rows(ci mk t #1254) Rows(ci mc mi t #64293817) Rows(mc mi mk t #83888) Rows(ci mi mk t #41636) Rows(ci mc mk t #23853) Rows(ci mc mi mk t #1067496)  */ explain (format json) SELECT COUNT(*) FROM (((movie_keyword as mk CROSS JOIN title as t) CROSS JOIN cast_info as ci) CROSS JOIN movie_info as mi) CROSS JOIN movie_companies as mc WHERE  ci.role_id=2 AND  mi.info_type_id=16 AND  mk.keyword_id=7084 AND  t.production_year<2010 AND  t.production_year>2000 AND t.id = ci.movie_id AND t.id = mc.movie_id AND t.id = mi.movie_id AND t.id = mk.movie_id,40271.56
67.pkl,Leading((mk (((t mi_idx) mi) mc))),/*+ Rows(t #1012920) Rows(mi #1325361) Rows(mk #4523930) Rows(mi_idx #459925) Rows(mc #2609129) Rows(mi t #455223) Rows(mk t #1253091) Rows(mi_idx t #143567) Rows(mc t #829639) Rows(mi mk t #1384108) Rows(mi mi_idx t #125530) Rows(mc mi t #813700) Rows(mi_idx mk t #850677) Rows(mc mk t #10326085) Rows(mc mi_idx t #427700) Rows(mi mi_idx mk t #1043763) Rows(mc mi mk t #16264315) Rows(mc mi mi_idx t #508388) Rows(mc mi_idx mk t #9861464) Rows(mc mi mi_idx mk t #15813608)  */ explain (format json) SELECT COUNT(*) FROM movie_keyword as mk CROSS JOIN (((title as t CROSS JOIN movie_info_idx as mi_idx) CROSS JOIN movie_info as mi) CROSS JOIN movie_companies as mc) WHERE  mi.info_type_id=8 AND  mi_idx.info_type_id=101 AND  t.production_year>2005 AND t.id = mc.movie_id AND t.id = mi.movie_id AND t.id = mi_idx.movie_id AND t.id = mk.movie_id,680315.57
49.pkl,Leading(((ci (mi t)) mc)),/*+ Rows(t #2528312) Rows(mi #3036719) Rows(mc #2609129) Rows(ci #7451973) Rows(mi t #3036719) Rows(mc t #2609129) Rows(ci t #7451973) Rows(mc mi t #10905021) Rows(ci mi t #14802622) Rows(ci mc t #13355828) Rows(ci mc mi t #132317651)  */ explain (format json) SELECT COUNT(*) FROM (cast_info as ci CROSS JOIN (movie_info as mi CROSS JOIN title as t)) CROSS JOIN movie_companies as mc WHERE  ci.role_id=2 AND  mi.info_type_id=16 AND t.id = ci.movie_id AND t.id = mc.movie_id AND t.id = mi.movie_id,1909913.81
5.pkl,Leading(((t mk) mc)),/*+ Rows(t #2528312) Rows(mc #2609129) Rows(mk #41840) Rows(mc t #2609129) Rows(mk t #41840) Rows(mc mk t #148552)  */ explain (format json) SELECT COUNT(*) FROM (title as t CROSS JOIN movie_keyword as mk) CROSS JOIN movie_companies as mc WHERE  mk.keyword_id=117 AND t.id = mc.movie_id AND t.id = mk.movie_id,164470.49
15.pkl,Leading(((mk t) ci)),/*+ Rows(t #391666) Rows(mk #14) Rows(ci #36244344) Rows(mk t #11) Rows(ci t #5935230) Rows(ci mk t #1224)  */ explain (format json) SELECT COUNT(*) FROM (movie_keyword as mk CROSS JOIN title as t) CROSS JOIN cast_info as ci WHERE  mk.keyword_id=8200 AND  t.production_year>2010 AND t.id = ci.movie_id AND t.id = mk.movie_id,3038.58
44.pkl,Leading((mc ((t mk) ci))),/*+ Rows(t #2528312) Rows(ci #36244344) Rows(mk #41840) Rows(mc #2609129) Rows(ci t #36244344) Rows(mk t #41840) Rows(mc t #2609129) Rows(ci mk t #1038393) Rows(ci mc t #80274241) Rows(mc mk t #148552) Rows(ci mc mk t #7796926)  */ explain (format json) SELECT COUNT(*) FROM movie_companies as mc CROSS JOIN ((title as t CROSS JOIN movie_keyword as mk) CROSS JOIN cast_info as ci) WHERE  mk.keyword_id=117 AND t.id = ci.movie_id AND t.id = mc.movie_id AND t.id = mk.movie_id,356541.0
31.pkl,Leading(((mk t) mc)),/*+ Rows(t #852805) Rows(mk #10544) Rows(mc #1334883) Rows(mk t #5181) Rows(mc t #511921) Rows(mc mk t #7153)  */ explain (format json) SELECT COUNT(*) FROM (movie_keyword as mk CROSS JOIN title as t) CROSS JOIN movie_companies as mc WHERE  mc.company_type_id=2 AND  mk.keyword_id=398 AND  t.production_year<2000 AND  t.production_year>1950 AND t.id = mc.movie_id AND t.id = mk.movie_id,90376.04
20.pkl,Leading((ci t)),/*+ Rows(t #288970) Rows(ci #36244344) Rows(ci t #4533382)  */ explain (format json) SELECT COUNT(*) FROM cast_info as ci CROSS JOIN title as t WHERE  t.production_year<1995 AND  t.production_year>1980 AND t.id = ci.movie_id,1166176.95
55.pkl,Leading((((mk t) mc) mi)),/*+ Rows(t #1753902) Rows(mk #10544) Rows(mc #1334883) Rows(mi #14835720) Rows(mk t #8209) Rows(mc t #917428) Rows(mi t #10383441) Rows(mc mk t #10936) Rows(mi mk t #272734) Rows(mc mi t #14623463) Rows(mc mi mk t #658557)  */ explain (format json) SELECT COUNT(*) FROM ((movie_keyword as mk CROSS JOIN title as t) CROSS JOIN movie_companies as mc) CROSS JOIN movie_info as mi WHERE  mc.company_type_id=2 AND  mk.keyword_id=398 AND  t.production_year<2010 AND  t.production_year>1950 AND t.id = mc.movie_id AND t.id = mi.movie_id AND t.id = mk.movie_id,115709.93
8.pkl,Leading((mi (mk t))),/*+ Rows(t #1749032) Rows(mi #14835720) Rows(mk #4523930) Rows(mi t #9092685) Rows(mk t #2742670) Rows(mi mk t #157041640)  */ explain (format json) SELECT COUNT(*) FROM movie_info as mi CROSS JOIN (movie_keyword as mk CROSS JOIN title as t) WHERE  t.production_year>1990 AND t.id = mi.movie_id AND t.id = mk.movie_id,1390626.28
9.pkl,Leading((mk (t mi_idx))),/*+ Rows(t #1012920) Rows(mi_idx #459925) Rows(mk #4523930) Rows(mi_idx t #143567) Rows(mk t #1253091) Rows(mi_idx mk t #850677)  */ explain (format json) SELECT COUNT(*) FROM movie_keyword as mk CROSS JOIN (title as t CROSS JOIN movie_info_idx as mi_idx) WHERE  mi_idx.info_type_id=101 AND  t.production_year>2005 AND t.id = mi_idx.movie_id AND t.id = mk.movie_id,245171.24
22.pkl,Leading((ci t)),/*+ Rows(t #1399115) Rows(ci #36244344) Rows(ci t #21454165)  */ explain (format json) SELECT COUNT(*) FROM cast_info as ci CROSS JOIN title as t WHERE  t.production_year<2010 AND  t.production_year>1980 AND t.id = ci.movie_id,1390190.91
26.pkl,Leading((ci (mc t))),/*+ Rows(t #1012482) Rows(ci #7451973) Rows(mc #2609129) Rows(ci t #3211898) Rows(mc t #828838) Rows(ci mc t #4893440)  */ explain (format json) SELECT COUNT(*) FROM cast_info as ci CROSS JOIN (movie_companies as mc CROSS JOIN title as t) WHERE  ci.role_id=2 AND  t.production_year<2015 AND  t.production_year>2005 AND t.id = ci.movie_id AND t.id = mc.movie_id,586548.32
45.pkl,Leading((((mi t) mi_idx) ci)),/*+ Rows(t #2528312) Rows(mi #121863) Rows(mi_idx #459925) Rows(ci #36244344) Rows(mi t #121863) Rows(mi_idx t #459925) Rows(ci t #36244344) Rows(mi mi_idx t #45431) Rows(ci mi t #2766914) Rows(ci mi_idx t #13626495) Rows(ci mi mi_idx t #1831108)  */ explain (format json) SELECT COUNT(*) FROM ((movie_info as mi CROSS JOIN title as t) CROSS JOIN movie_info_idx as mi_idx) CROSS JOIN cast_info as ci WHERE  mi.info_type_id=105 AND  mi_idx.info_type_id=100 AND t.id = ci.movie_id AND t.id = mi.movie_id AND t.id = mi_idx.movie_id,957836.65
16.pkl,Leading(((t mk) ci)),/*+ Rows(t #438) Rows(mk #4523930) Rows(ci #36244344) Rows(mk t #1054) Rows(ci t #3099) Rows(ci mk t #13221)  */ explain (format json) SELECT COUNT(*) FROM (title as t CROSS JOIN movie_keyword as mk) CROSS JOIN cast_info as ci WHERE  t.production_year>2014 AND t.id = ci.movie_id AND t.id = mk.movie_id,70102.4
52.pkl,Leading((mk (ci t))),/*+ Rows(t #274015) Rows(mk #4523930) Rows(ci #36244344) Rows(mk t #1053171) Rows(ci t #4911717) Rows(ci mk t #84217062)  */ explain (format json) SELECT COUNT(*) FROM movie_keyword as mk CROSS JOIN (cast_info as ci CROSS JOIN title as t) WHERE  t.kind_id=1 AND  t.production_year>2000 AND t.id = ci.movie_id AND t.id = mk.movie_id,1652973.28
7.pkl,Leading((mi (mk t))),/*+ Rows(t #391666) Rows(mi #14835720) Rows(mk #4523930) Rows(mi t #1726523) Rows(mk t #299534) Rows(mi mk t #11990578)  */ explain (format json) SELECT COUNT(*) FROM movie_info as mi CROSS JOIN (movie_keyword as mk CROSS JOIN title as t) WHERE  t.production_year>2010 AND t.id = mi.movie_id AND t.id = mk.movie_id,740102.01
34.pkl,Leading((((mi_idx t) mc) mi)),/*+ Rows(t #227994) Rows(mi #1533909) Rows(mi_idx #459925) Rows(mc #1334883) Rows(mi t #107622) Rows(mi_idx t #39862) Rows(mc t #97755) Rows(mi mi_idx t #45776) Rows(mc mi t #118187) Rows(mc mi_idx t #52944) Rows(mc mi mi_idx t #75440)  */ explain (format json) SELECT COUNT(*) FROM ((movie_info_idx as mi_idx CROSS JOIN title as t) CROSS JOIN movie_companies as mc) CROSS JOIN movie_info as mi WHERE  mc.company_type_id=2 AND  mi.info_type_id=3 AND  mi_idx.info_type_id=101 AND  t.production_year<2008 AND  t.production_year>2005 AND t.id = mc.movie_id AND t.id = mi.movie_id AND t.id = mi_idx.movie_id,239805.71
30.pkl,Leading((ci (mc t))),/*+ Rows(t #1749032) Rows(mc #2609129) Rows(ci #36244344) Rows(mc t #1508127) Rows(ci t #26775477) Rows(ci mc t #56965403)  */ explain (format json) SELECT COUNT(*) FROM cast_info as ci CROSS JOIN (movie_companies as mc CROSS JOIN title as t) WHERE  t.production_year>1990 AND t.id = ci.movie_id AND t.id = mc.movie_id,1668637.03
17.pkl,Leading(((mk t) ci)),/*+ Rows(t #438) Rows(mk #14) Rows(ci #36244344) Rows(mk t #2) Rows(ci t #3099) Rows(ci mk t #33)  */ explain (format json) SELECT COUNT(*) FROM (movie_keyword as mk CROSS JOIN title as t) CROSS JOIN cast_info as ci WHERE  mk.keyword_id=8200 AND  t.production_year>2014 AND t.id = ci.movie_id AND t.id = mk.movie_id,3281.02
47.pkl,Leading((ci (mi (t mi_idx)))),/*+ Rows(t #2528312) Rows(mi #1533909) Rows(mi_idx #459925) Rows(ci #36244344) Rows(mi t #1533909) Rows(mi_idx t #459925) Rows(ci t #36244344) Rows(mi mi_idx t #546205) Rows(ci mi t #26038298) Rows(ci mi_idx t #13626495) Rows(ci mi mi_idx t #16461908)  */ explain (format json) SELECT COUNT(*) FROM cast_info as ci CROSS JOIN (movie_info as mi CROSS JOIN (title as t CROSS JOIN movie_info_idx as mi_idx)) WHERE  mi.info_type_id=3 AND  mi_idx.info_type_id=100 AND t.id = ci.movie_id AND t.id = mi.movie_id AND t.id = mi_idx.movie_id,1670901.6
56.pkl,Leading((mk (((mi_idx t) mi) mc))),/*+ Rows(t #662065) Rows(mi #1325361) Rows(mk #4523930) Rows(mi_idx #459925) Rows(mc #2609129) Rows(mi t #296199) Rows(mk t #684042) Rows(mi_idx t #84174) Rows(mc t #524576) Rows(mi mk t #731643) Rows(mi mi_idx t #71285) Rows(mc mi t #494243) Rows(mi_idx mk t #447627) Rows(mc mk t #5553478) Rows(mc mi_idx t #248594) Rows(mi mi_idx mk t #532005) Rows(mc mi mk t #8559047) Rows(mc mi mi_idx t #289007) Rows(mc mi_idx mk t #5265503) Rows(mc mi mi_idx mk t #8275169)  */ explain (format json) SELECT COUNT(*) FROM movie_keyword as mk CROSS JOIN (((movie_info_idx as mi_idx CROSS JOIN title as t) CROSS JOIN movie_info as mi) CROSS JOIN movie_companies as mc) WHERE  mi.info_type_id=8 AND  mi_idx.info_type_id=101 AND  t.production_year>2008 AND t.id = mc.movie_id AND t.id = mi.movie_id AND t.id = mi_idx.movie_id AND t.id = mk.movie_id,522336.64
